"ID","Meal Plan Description","Term Session Description","Entry Status Description","Room Location Description"
"940020068","Cardinal","Spring 2022","In Room","Eaton Hall"
"960050028","Cardinal","Spring 2022","In Room","Buchanan Hall"
"920330142","Cardinal","Spring 2022","In Room","Maple Hall"
"930170197","Bronze","Spring 2022","History","Off Campus"
"990300243","Cardinal","Spring 2022","In Room","Friley Hall"
"990720663","Cardinal","Spring 2022","In Room","Maple Hall"
"930740713","Gold","Spring 2022","In Room","Maple Hall"
"900950943","Gold","Spring 2022","In Room","Roberts Hall"
"960900937","50 Flex Block","Spring 2022","In Room","Frederiksen Court 83"
"010101125","Cyclone","Spring 2022","In Room","Roberts Hall"
"080261172","Gold","Spring 2022","In Room","Friley Hall"
"000231254","Gold","Spring 2022","In Room","Geoffroy Hall"
"020261293","Cardinal","Spring 2022","In Room","Martin Hall"
"040321386","25 Flex Block","Spring 2022","Application","Off Campus"
"050551319","Silver","Spring 2022","Application","Off Campus"
"080471331","Cardinal","Spring 2022","In Room","Larch Hall"
"040401458","Cardinal","Spring 2022","In Room","Maple Hall"
"080501422","Cardinal","Spring 2022","In Room","Helser Hall"
"040581514","50 Flex Block","Spring 2022","History","Off Campus"
"060711641","85 Flex Block","Spring 2022","In Room","Frederiksen Court 51"
"080761693","Cyclone","Spring 2022","In Room","Friley Hall"
"060791797","Cardinal","Spring 2022","In Room","Martin Hall"
"050871815","Cardinal","Spring 2022","In Room","Friley Hall"
"170171137","Gold","Spring 2022","In Room","Eaton Hall"
"190221193","Gold","Spring 2022","In Room","Geoffroy Hall"
"160341280","Gold","Spring 2022","Cancelled","Off Campus"
"130401423","Cardinal","Spring 2022","In Room","Birch Hall"
"110951540","Cardinal","Spring 2022","In Room","Birch Hall"
"180671628","Gold","Spring 2022","In Room","Geoffroy Hall"
"210071014","Cardinal","Spring 2022","In Room","Willow Hall"
"210161121","Cardinal","Spring 2022","In Room","Maple Hall"
"230261284","Cardinal","Spring 2022","In Room","Eaton Hall"
"290391211","Cardinal","Spring 2022","In Room","Larch Hall"
"250341389","Cardinal","Spring 2022","In Room","Eaton Hall"
"230401403","Gold","Spring 2022","In Room","Larch Hall"
"240471417","Cardinal","Spring 2022","In Room","Martin Hall"
"250471435","Cardinal","Spring 2022","In Room","Maple Hall"
"280601542","Cardinal","Spring 2022","In Room","Friley Hall"
"210811801","Gold","Spring 2022","In Room","Welch Hall"
"200901913","Gold","Spring 2022","In Room","Martin Hall"
"290011980","Cardinal","Spring 2022","In Room","Eaton Hall"
"360031029","Cardinal","Spring 2022","In Room","Friley Hall"
"340401407","Cardinal","Spring 2022","Tentative","Off Campus"
"360001990","Cardinal","Spring 2022","In Room","Friley Hall"
"490371270","Cardinal","Spring Only 2022","In Room","Larch Hall"
"420621602","Bronze","Spring 2022","In Room","Frederiksen Court 73"
"420671602","Silver","Spring 2022","History","Off Campus"
"450691688","85 Flex Block","Spring 2022","Application","Off Campus"
"520131118","Cardinal","Spring 2022","In Room","Friley Hall"
"570221267","Cardinal","Spring 2022","In Room","Maple Hall"
"540361364","Cardinal","Spring 2022","History","Off Campus"
"550541535","Cardinal","Spring 2022","In Room","Helser Hall"
"530681694","Gold","Spring 2022","In Room","Welch Hall"
"540671647","Silver","Spring 2022","In Room","Buchanan Hall"
"540711738","Gold","Spring 2022","In Room","Larch Hall"
"550951968","Cardinal","Spring 2022","In Room","Buchanan Hall"
"680121032","Cyclone","Spring 2022","In Room","Larch Hall"
"660211190","Gold","Spring 2022","History","Off Campus"
"680201125","Gold","Spring 2022","In Room","Maple Hall"
"640301378","Cardinal","Spring 2022","In Room","Helser Hall"
"630451483","Cyclone","Spring 2022","In Room","Elm Hall"
"610761744","Cardinal","Spring 2022","In Room","Martin Hall"
"620891882","Gold","Spring 2022","In Room","Geoffroy Hall"
"680921949","Bronze","Spring 2022","Application","Off Campus"
"730081076","Gold","Spring 2022","In Room","Barton Hall"
"740611128","Gold","Spring 2022","In Room","Friley Hall"
"710351354","Gold","Spring 2022","In Room","Friley Hall"
"710951982","Cardinal","Spring 2022","In Room","Lyon Hall"
"840201207","Cardinal","Spring 2022","In Room","Friley Hall"
"870211227","Gold","Spring 2022","In Room","Geoffroy Hall"
"880321221","Gold","Spring 2022","In Room","Friley Hall"
"800551560","Bronze","Spring 2022","Application","Off Campus"
"840591564","105 Flex Block","Spring 2022","Application","Off Campus"
"820811815","CyFlex","Spring 2022","In Room","Oak Hall"
"820841852","Cardinal","Spring 2022","In Room","Roberts Hall"
"890911862","Cardinal","Spring 2022","In Room","Geoffroy Hall"
"980231110","Cardinal","Spring 2022","In Room","Maple Hall"
"930521537","50 Flex Block","Spring 2022","History","Off Campus"
"270492486","Cyclone","Spring 2022","In Room","Maple Hall"
"250522585","Gold","Spring 2022","In Room","Geoffroy Hall"
"430052015","Cyclone","Spring 2022","In Room","Geoffroy Hall"
"590392317","Cardinal","Spring 2022","In Room","Friley Hall"
"580482477","Gold","Spring 2022","In Room","Welch Hall"
"560502596","Cardinal","Spring 2022","In Room","Helser Hall"
"590732779","Gold","Spring 2022","In Room","Helser Hall"
"510912900","Cardinal","Spring 2022","In Room","Birch Hall"
"560912918","Gold","Spring 2022","In Room","Geoffroy Hall"
"560982958","Cardinal","Spring 2022","In Room","Barton Hall"
"570972949","Cardinal","Spring 2022","In Room","Friley Hall"
"580022900","Cyclone","Spring 2022","In Room","Maple Hall"
"680152020","Gold","Spring 2022","In Room","Lyon Hall"
"610252231","25 Flex Block","Spring 2022","Application","Off Campus"
"650322377","Gold","Spring 2022","In Room","Welch Hall"
"690432311","25 Flex Block","Spring 2022","History","Off Campus"
"630452435","Cardinal","Spring 2022","In Room","Friley Hall"
"630772795","Gold","Spring 2022","In Room","Buchanan Hall"
"610882815","Gold","Spring 2022","In Room","Helser Hall"
"620902995","Gold","Spring 2022","History","Off Campus"
"710362021","Cardinal","Spring 2022","In Room","Larch Hall"
"720052061","Gold","Spring 2022","In Room","Lyon Hall"
"740022033","Cardinal","Spring 2022","Reserved","Roberts Hall"
"760062065","Cardinal","Spring 2022","In Room","Martin Hall"
"770322270","Cardinal","Spring 2022","In Room","Welch Hall"
"700342489","Cardinal","Spring 2022","In Room","Friley Hall"
"740642636","Cardinal","Spring 2022","In Room","Buchanan Hall"
"760752725","25 Flex Block","Spring 2022","In Room","Frederiksen Court 73"
"760792775","Bronze","Spring 2022","History","Off Campus"
"780812740","Cardinal","Spring 2022","In Room","Maple Hall"
"790902831","Cardinal","Spring 2022","In Room","Geoffroy Hall"
"830022097","Cardinal","Spring Only 2022","In Room","Helser Hall"
"880202193","Cardinal","Spring 2022","In Room","Willow Hall"
"810572590","Cardinal","Spring 2022","In Room","Larch Hall"
"830032530","Cyclone","Spring 2022","In Room","Welch Hall"
"840642676","Gold","Spring 2022","In Room","Elm Hall"
"850682637","Bronze","Spring Only 2022","In Room","Frederiksen Court 51"
"830762772","Cardinal","Spring 2022","In Room","Geoffroy Hall"
"810852870","Cardinal","Spring 2022","In Room","Elm Hall"
"800872999","Cardinal","Spring 2022","In Room","Geoffroy Hall"
"880002911","Cardinal","Spring Only 2022","In Room","Martin Hall"
"950052006","Cardinal","Spring 2022","In Room","Buchanan Hall"
"960022025","Cardinal","Spring 2022","In Room","Geoffroy Hall"
"950162156","Gold","Spring 2022","In Room","Geoffroy Hall"
"980412350","Cardinal","Spring 2022","In Room","Larch Hall"
"970522556","Cardinal","Spring 2022","In Room","Birch Hall"
"950662663","Gold","Spring 2022","In Room","Friley Hall"
"910722740","Cardinal","Spring 2022","In Room","Friley Hall"
"900962982","Cardinal","Spring 2022","In Room","Geoffroy Hall"
"030493492","Bronze","Spring 2022","In Room","Frederiksen Court 24"
"040423446","Cardinal","Spring 2022","In Room","Oak Hall"
"050423494","Gold","Spring 2022","In Room","Friley Hall"
"000883850","Cyclone","Spring 2022","In Room","Geoffroy Hall"
"060833804","Cardinal","Spring 2022","In Room","Maple Hall"
"100923008","Gold","Spring 2022","In Room","Helser Hall"
"190263217","Gold","Spring 2022","In Room","Martin Hall"
"170433486","Cardinal","Spring 2022","In Room","Helser Hall"
"170443496","25 Flex Block","Spring 2022","Application","Off Campus"
"110563513","Cardinal","Spring Only 2022","In Room","Helser Hall"
"190573588","Cardinal","Spring 2022","In Room","Birch Hall"
"150913947","Cardinal","Spring 2022","In Room","Willow Hall"
"210093149","Gold","Spring 2022","In Room","Helser Hall"
"280183169","Cardinal","Spring 2022","In Room","Willow Hall"
"200393458","Cyclone","Spring 2022","History","Off Campus"
"370223296","Gold","Spring 2022","In Room","Helser Hall"
"300723792","Silver","Spring 2022","In Room","Frederiksen Court 82"
"380863866","50 Flex Block","Spring 2022","Application","Off Campus"
"440073035","Cardinal","Spring 2022","In Room","Larch Hall"
"410093179","50 Flex Block","Spring 2022","In Room","Frederiksen Court 24"
"470143188","Cardinal","Spring 2022","In Room","Friley Hall"
"430353304","Cardinal","Spring 2022","In Room","Geoffroy Hall"
"450343323","Cardinal","Spring 2022","In Room","Eaton Hall"
"430443434","CyFlex","Spring 2022","In Room","Welch Hall"
"460693410","Cardinal","Spring 2022","Reserved","Off Campus"
"480533519","Gold","Spring 2022","In Room","Helser Hall"
"500993078","Cardinal","Spring 2022","In Room","Geoffroy Hall"
"530143141","Cardinal","Spring 2022","In Room","Helser Hall"
"540203215","Cardinal","Spring 2022","In Room","Geoffroy Hall"
"510433444","Silver","Spring 2022","Cancelled","Off Campus"
"580543587","Gold","Spring 2022","In Room","Freeman Hall"
"530843831","Silver","Spring 2022","In Room","University Village 134"
"550833876","Cardinal","Spring 2022","In Room","Larch Hall"
"530993941","Gold","Spring 2022","In Room","Buchanan Hall"
"610963059","CyFlex","Spring 2022","In Room","Geoffroy Hall"
"640023056","25 Flex Block","Spring 2022","History","Off Campus"
"660193194","Cardinal","Spring 2022","In Room","Helser Hall"
"640283282","Cardinal","Spring 2022","In Room","Friley Hall"
"680423290","Gold","Spring 2022","In Room","Buchanan Hall"
"610623351","Cardinal","Spring 2022","In Room","Friley Hall"
"600553618","Cardinal","Spring 2022","In Room","Friley Hall"
"730053034","Cardinal","Spring Only 2022","Reserved","Maple Hall"
"780013049","Cardinal","Spring 2022","History","Off Campus"
"770213134","Silver","Spring 2022","In Room","Buchanan Hall"
"720363370","Cardinal","Spring 2022","In Room","Willow Hall"
"730413442","50 Flex Block","Spring 2022","History","Off Campus"
"730543581","Cardinal","Spring 2022","In Room","Friley Hall"
"740763762","Gold","Spring 2022","In Room","Friley Hall"
"770823708","Gold","Spring 2022","In Room","Helser Hall"
"790913880","Bronze","Spring 2022","In Room","Frederiksen Court 52"
"830143161","Cyclone","Spring 2022","In Room","Willow Hall"
"850183132","Gold","Spring 2022","In Room","Martin Hall"
"830373391","Cardinal","Spring 2022","In Room","Geoffroy Hall"
"840923942","Cardinal","Spring 2022","In Room","Maple Hall"
"950273202","Bronze","Spring Only 2022","In Room","Friley Hall"
"970503535","Gold","Spring 2022","In Room","Friley Hall"
"920703751","Bronze","Spring 2022","In Room","Welch Hall"
"910763818","Cyclone","Spring 2022","In Room","Maple Hall"
"960893806","Cardinal","Spring 2022","In Room","Maple Hall"
"990843877","Cardinal","Spring 2022","In Room","Geoffroy Hall"
"090104177","Cardinal","Spring 2022","In Room","Helser Hall"
"080334376","Silver","Spring 2022","Application","Off Campus"
"030444464","Cardinal","Spring 2022","In Room","Geoffroy Hall"
"070434427","Gold","Spring 2022","In Room","Geoffroy Hall"
"060224572","Gold","Spring 2022","In Room","Maple Hall"
"050664625","Cardinal","Spring 2022","In Room","Geoffroy Hall"
"020744712","Cardinal","Spring 2022","In Room","Helser Hall"
"160114168","Cardinal","Spring 2022","In Room","Buchanan Hall"
"110284338","Cardinal","Spring 2022","In Room","Friley Hall"
"130584551","50 Flex Block","Spring 2022","History","Off Campus"
"150724716","Cardinal","Spring 2022","In Room","Willow Hall"
"150744772","Cardinal","Spring 2022","In Room","Friley Hall"
"100904940","Cardinal","Spring 2022","In Room","University Village 168"
"190994976","Cardinal","Spring 2022","In Room","Larch Hall"
"210014022","Cardinal","Spring 2022","In Room","Friley Hall"
"290184020","Cardinal","Spring Only 2022","In Room","Larch Hall"
"220354393","Cyclone","Spring 2022","In Room","Oak Hall"
"230464473","Cardinal","Spring 2022","In Room","Friley Hall"
"260744716","Gold","Spring 2022","In Room","Maple Hall"
"280854889","Gold","Spring 2022","In Room","Buchanan Hall"
"200804949","Cardinal","Spring 2022","In Room","Maple Hall"
"310114185","85 Flex Block","Spring 2022","History","Off Campus"
"310144218","Cardinal","Spring 2022","In Room","Helser Hall"
"330394390","Gold","Spring 2022","In Room","Geoffroy Hall"
"370384354","Cardinal","Spring 2022","In Room","Lyon Hall"
"300414431","Cardinal","Spring 2022","In Room","Helser Hall"
"360544546","Cardinal","Spring 2022","Cancelled","Off Campus"
"330724720","Cardinal","Spring 2022","In Room","Welch Hall"
"440344371","Cardinal","Spring 2022","In Room","Friley Hall"
"440424452","Gold","Spring 2022","In Room","Buchanan Hall"
"430544689","Cardinal","Spring 2022","In Room","Eaton Hall"
"490674639","Cardinal","Spring 2022","In Room","Martin Hall"
"440784761","Cardinal","Spring 2022","In Room","Martin Hall"
"490854867","Cardinal","Spring 2022","Application","Off Campus"
"560034013","Cardinal","Spring 2022","In Room","Maple Hall"
"550194142","Gold","Spring 2022","In Room","Maple Hall"
"590124116","Cardinal","Spring 2022","In Room","Maple Hall"
"560284296","Cardinal","Spring 2022","In Room","Willow Hall"
"570464456","CyFlex","Spring 2022","In Room","Eaton Hall"
"590434479","Cardinal","Spring 2022","In Room","Willow Hall"
"590654591","Gold","Spring 2022","In Room","Lyon Hall"
"520584679","Cardinal","Spring 2022","In Room","Helser Hall"
"590954976","Cardinal","Spring 2022","In Room","Larch Hall"
"650094004","Cardinal","Spring 2022","In Room","Larch Hall"
"640304395","Cardinal","Spring 2022","In Room","Welch Hall"
"600354457","Cardinal","Spring 2022","In Room","Friley Hall"
"620454472","Cardinal","Spring 2022","In Room","Buchanan Hall"
"630414494","Bronze","Spring 2022","In Room","Friley Hall"
"620524572","Gold","Spring 2022","In Room","Larch Hall"
"680854848","Cardinal","Spring Only 2022","In Room","Friley Hall"
"670944965","Bronze","Spring 2022","In Room","University Village 118"
"790024036","85 Flex Block","Spring 2022","History","Off Campus"
"730214281","Cardinal","Spring 2022","In Room","Larch Hall"
"790234246","Cardinal","Spring Only 2022","In Room","Friley Hall"
"700394467","50 Flex Block","Spring 2022","History","Off Campus"
"760534516","Gold","Spring 2022","In Room","Buchanan Hall"
"810284203","Cardinal","Spring 2022","In Room","Willow Hall"
"810384407","Cardinal","Spring 2022","In Room","Helser Hall"
"830404481","Cardinal","Spring 2022","In Room","Friley Hall"
"820514543","Gold","Spring 2022","In Room","Geoffroy Hall"
"880504525","Cardinal","Spring Only 2022","In Room","Larch Hall"
"890904890","Cardinal","Spring 2022","In Room","Willow Hall"
"880974917","Cyclone","Spring 2022","In Room","Friley Hall"
"940024034","Silver","Spring 2022","In Room","Friley Hall"
"910234358","Silver","Spring 2022","In Room","Frederiksen Court 23"
"950834366","Bronze","Spring 2022","Application","Off Campus"
"960344386","Gold","Spring 2022","In Room","Eaton Hall"
"930464423","Gold","Spring 2022","In Room","Maple Hall"
"950594571","Gold","Spring 2022","In Room","Eaton Hall"
"940604631","Cardinal","Spring 2022","In Room","Geoffroy Hall"
"960634616","Cardinal","Spring 2022","In Room","Maple Hall"
"960974751","Cardinal","Spring 2022","In Room","Friley Hall"
"990174773","RA Plan","Spring 2022","Reserved","Geoffroy Hall"
"900934940","Cardinal","Spring 2022","In Room","Willow Hall"
"050165101","Gold","Spring 2022","In Room","Buchanan Hall"
"090275259","Cardinal","Spring 2022","In Room","Oak Hall"
"090225289","Gold","Spring 2022","In Room","Helser Hall"
"090755748","Gold","Spring 2022","In Room","Martin Hall"
"040915922","Bronze","Spring 2022","Application","Off Campus"
"110145171","Cardinal","Spring 2022","In Room","Friley Hall"
"120115142","Cardinal","Spring 2022","In Room","Maple Hall"
"190145196","Bronze","Spring 2022","History","Off Campus"
"120205272","Gold","Spring 2022","In Room","Buchanan Hall"
"170645544","Bronze","Spring 2022","Application","Off Campus"
"140655644","Cardinal","Spring 2022","In Room","Geoffroy Hall"
"110885967","Cardinal","Spring 2022","In Room","Elm Hall"
"260065022","Cardinal","Spring 2022","In Room","Friley Hall"
"240345363","Gold","Spring 2022","In Room","Friley Hall"
"270345387","Gold","Spring 2022","In Room","Helser Hall"
"260445425","Cardinal","Spring 2022","In Room","Maple Hall"
"280565537","Cardinal","Spring 2022","In Room","Birch Hall"
"280665628","85 Flex Block","Spring 2022","History","Off Campus"
"290605649","RA Plan","Spring 2022","In Room","Elm Hall"
"290685668","Cardinal","Spring 2022","In Room","Roberts Hall"
"330225280","Cardinal","Spring 2022","In Room","Martin Hall"
"310305459","Bronze","Spring 2022","In Room","Frederiksen Court 82"
"330305409","Cardinal","Spring 2022","In Room","Eaton Hall"
"340515554","Gold","Spring 2022","In Room","Friley Hall"
"360585592","Cardinal","Spring 2022","In Room","Elm Hall"
"350705732","Cardinal","Spring 2022","In Room","Friley Hall"
"380725738","Gold","Spring 2022","In Room","Helser Hall"
"380795794","Cardinal","Spring 2022","In Room","Helser Hall"
"320835861","Gold","Spring 2022","In Room","Friley Hall"
"330815851","Cardinal","Spring 2022","In Room","Roberts Hall"
"350805853","Cardinal","Spring 2022","In Room","Martin Hall"
"440075050","Cardinal","Spring 2022","In Room","Martin Hall"
"400155246","Bronze","Spring 2022","In Room","Friley Hall"
"420135228","Gold","Spring 2022","In Room","Helser Hall"
"430105229","Silver","Spring 2022","Application","Off Campus"
"490805711","Gold","Spring 2022","In Room","Martin Hall"
"480895826","Cardinal","Spring 2022","In Room","Friley Hall"
"470935997","25 Flex Block","Spring 2022","History","Off Campus"
"540115123","Cyclone","Spring 2022","In Room","Geoffroy Hall"
"520695630","Gold","Spring 2022","In Room","Eaton Hall"
"590795788","Gold","Spring 2022","In Room","Willow Hall"
"510785806","Bronze","Spring 2022","History","Off Campus"
"510815907","Cardinal","Spring 2022","In Room","Frederiksen Court 52"
"660085021","Gold","Spring 2022","In Room","Friley Hall"
"670115157","Silver","Spring 2022","In Room","Frederiksen Court 71"
"690265215","Gold","Spring 2022","In Room","Birch Hall"
"630455559","Gold","Spring 2022","In Room","Martin Hall"
"690595538","Gold","Spring 2022","In Room","Helser Hall"
"630995911","Gold","Spring 2022","In Room","Friley Hall"
"760275272","Cardinal","Spring 2022","In Room","Helser Hall"
"790335328","Cardinal","Spring 2022","In Room","Maple Hall"
"740455454","Cardinal","Spring Only 2022","In Room","Barton Hall"
"760585592","Gold","Spring 2022","In Room","Welch Hall"
"790825835","Gold","Spring 2022","In Room","Willow Hall"
"790875837","Cardinal","Spring 2022","In Room","Roberts Hall"
"830005032","Cardinal","Spring 2022","In Room","Helser Hall"
"850005085","Cardinal","Spring 2022","In Room","Martin Hall"
"810295250","Cardinal","Spring 2022","In Room","Birch Hall"
"840495422","Cardinal","Spring 2022","In Room","Buchanan Hall"
"880545595","RA Plan","Spring 2022","In Room","Friley Hall"
"810875890","Cyclone","Spring 2022","In Room","Larch Hall"
"970165105","Cardinal","Spring 2022","In Room","Geoffroy Hall"
"990155137","Cardinal","Spring 2022","In Room","Geoffroy Hall"
"920285226","Cardinal","Spring 2022","In Room","Willow Hall"
"920165298","CyFlex","Spring 2022","In Room","Helser Hall"
"990555579","Silver","Spring 2022","In Room","Frederiksen Court 83"
"920705828","Bronze","Spring 2022","History","Off Campus"
"020076086","Gold","Spring 2022","In Room","Schilletter Village 07"
"040076083","Cardinal","Spring 2022","In Room","Geoffroy Hall"
"080096097","Cardinal","Spring Only 2022","In Room","Larch Hall"
"070176112","85 Flex Block","Spring 2022","Application","Off Campus"
"010336477","Cardinal","Spring 2022","In Room","Larch Hall"
"050776784","Cardinal","Spring 2022","In Room","Larch Hall"
"060766792","Cyclone","Spring 2022","In Room","Geoffroy Hall"
"080956880","Gold","Spring 2022","In Room","Birch Hall"
"050976931","Cardinal","Spring 2022","In Room","Friley Hall"
"190096027","Cardinal","Spring 2022","In Room","Elm Hall"
"180466405","Cardinal","Spring 2022","In Room","Friley Hall"
"190446495","105 Flex Block","Spring 2022","In Room","Frederiksen Court 62"
"170906849","25 Flex Block","Spring 2022","Application","Off Campus"
"210276319","Cardinal","Spring 2022","In Room","Willow Hall"
"270676615","Bronze","Spring Only 2022","In Room","Frederiksen Court 24"
"220866830","Gold","Spring 2022","In Room","Buchanan Hall"
"220876927","Gold","Spring 2022","In Room","Eaton Hall"
"240816919","Cardinal","Spring 2022","In Room","Frederiksen Court 72"
"300256388","Gold","Spring 2022","In Room","Larch Hall"
"300366439","Gold","Spring 2022","In Room","Oak Hall"
"390566534","Cardinal","Spring 2022","In Room","Friley Hall"
"300776828","Gold","Spring 2022","In Room","Eaton Hall"
"300846851","Cyclone","Spring 2022","In Room","Frederiksen Court 43"
"370826802","Cardinal","Spring 2022","In Room","Lyon Hall"
"370936902","Cardinal","Spring 2022","In Room","Buchanan Hall"
"440636137","Cardinal","Spring 2022","In Room","Eaton Hall"
"430136239","50 Flex Block","Spring 2022","In Room","Frederiksen Court 43"
"480466447","85 Flex Block","Spring 2022","History","Off Campus"
"450686673","Gold","Spring 2022","In Room","Geoffroy Hall"
"490766767","Cardinal","Spring 2022","In Room","Willow Hall"
"420866890","Silver","Spring 2022","In Room","Freeman Hall"
"480876823","Silver","Spring 2022","In Room","University Village 169"
"490876837","Cardinal","Spring 2022","In Room","Friley Hall"
"580106133","Cyclone","Spring 2022","In Room","Willow Hall"
"530216252","Cardinal","Spring 2022","In Room","Helser Hall"
"580276206","Cardinal","Spring 2022","In Room","Geoffroy Hall"
"590266284","Cardinal","Spring 2022","In Room","Buchanan Hall"
"570496475","Cardinal","Spring 2022","In Room","Elm Hall"
"560756787","Silver","Spring 2022","In Room","Geoffroy Hall"
"500796805","Bronze","Spring 2022","In Room","Helser Hall"
"560896807","Gold","Spring Only 2022","In Room","Martin Hall"
"600076118","Cardinal","Spring 2022","In Room","Martin Hall"
"660146103","Cardinal","Spring 2022","Reserved","Martin Hall"
"600326415","Cyclone","Spring 2022","In Room","Friley Hall"
"620446547","Gold","Spring 2022","In Room","Willow Hall"
"680536563","Cardinal","Spring 2022","In Room","Freeman Hall"
"600786898","Cardinal","Spring 2022","In Room","Friley Hall"
"640836802","Cardinal","Spring 2022","In Room","Friley Hall"
"640846822","50 Flex Block","Spring 2022","History","Off Campus"
"640866999","Cardinal","Spring 2022","In Room","Oak Hall"
"670966935","Cardinal","Spring 2022","In Room","Friley Hall"
"760026094","Cardinal","Spring 2022","In Room","Larch Hall"
"740076109","Bronze","Spring 2022","Application","Off Campus"
"750276253","Cardinal","Spring 2022","In Room","Maple Hall"
"790386314","Bronze","Spring 2022","In Room","University Village 101"
"720356417","Gold","Spring 2022","In Room","Helser Hall"
"720686797","Cardinal","Spring 2022","In Room","Larch Hall"
