"ID","Meal Plan Description","Term Session Description","Entry Status Description","Room Location Description"
"370430331","85 Flex Block","Fall 2021","History","Off Campus"
"380610523","Cardinal","Fall 2021","In Room","Helser Hall"
"340740715","Gold","Fall 2021","In Room","Eaton Hall"
"340700776","Cardinal","Fall 2021","In Room","Larch Hall"
"390890712","Cardinal","Fall 2021","In Room","Larch Hall"
"390940841","Silver","Fall 2021","In Room","Buchanan Hall"
"320990986","Bronze","Fall 2021","History","Off Campus"
"330080944","Cyclone","Fall 2021","In Room","Geoffroy Hall"
"430130135","85 Flex Block","Fall 2021","History","Off Campus"
"450200120","Cardinal","Fall 2021","In Room","Friley Hall"
"440210266","Cardinal","Fall 2021","In Room","Martin Hall"
"490480390","Cardinal","Fall 2021","In Room","Helser Hall"
"420420476","50 Flex Block","Fall 2021","Application","Off Campus"
"450500420","Cardinal","Fall 2021","In Room","Martin Hall"
"470450429","85 Flex Block","Fall 2021","In Room","Frederiksen Court 24"
"480690550","Cardinal","Fall 2021","History","Off Campus"
"450700650","Cyclone","Fall 2021","In Room","Maple Hall"
"480750652","85 Flex Block","Fall 2021","In Room","Frederiksen Court 13"
"550250246","25 Flex Block","Fall 2021","Application","Off Campus"
"580270229","Cardinal","Fall 2021","In Room","Buchanan Hall"
"570330358","Cardinal","Fall 2021","In Room","Friley Hall"
"570420392","Cardinal","Fall 2021","In Room","Larch Hall"
"560440488","RA Plan","Fall 2021","In Room","Friley Hall"
"520570517","105 Flex Block","Fall 2021","Application","Off Campus"
"600080054","Cyclone","Fall 2021","In Room","Friley Hall"
"690120001","50 Flex Block","Fall 2021","Application","Off Campus"
"610270272","Bronze","Fall 2021","History","Off Campus"
"620200236","Cardinal","Fall 2021","In Room","Friley Hall"
"600500545","Bronze","Fall 2021","In Room","Frederiksen Court 52"
"630580584","Cardinal","Fall 2021","In Room","Maple Hall"
"670640531","Gold","Fall 2021","In Room","Buchanan Hall"
"690600500","Cyclone","Fall 2021","In Room","Lyon Hall"
"650650639","Cardinal","Fall 2021","In Room","Geoffroy Hall"
"640700768","Cardinal","Fall 2021","In Room","Buchanan Hall"
"650780706","50 Flex Block","Fall 2021","History","Off Campus"
"670020951","25 Flex Block","Fall 2021","History","Off Campus"
"720100197","Gold","Fall 2021","In Room","Helser Hall"
"740130158","Cyclone","Fall 2021","In Room","Oak Hall"
"740100189","Cardinal","Fall 2021","In Room","Helser Hall"
"710280252","Gold","Fall 2021","In Room","Martin Hall"
"770250258","85 Flex Block","Fall 2021","Application","Off Campus"
"780310284","Gold","Fall 2021","In Room","Helser Hall"
"700440461","50 Flex Block","Fall 2021","History","Off Campus"
"720550563","Bronze","Fall 2021","In Room","Friley Hall"
"730600698","Cyclone","Fall 2021","In Room","Friley Hall"
"760600647","Cardinal","Fall 2021","In Room","Maple Hall"
"750790749","Cardinal","Fall 2021","In Room","Maple Hall"
"760720747","Bronze","Fall 2021","History","Off Campus"
"720840805","Cardinal","Fall 2021","In Room","Friley Hall"
"800000051","Cardinal","Fall 2021","In Room","Freeman Hall"
"830040047","Cardinal","Fall 2021","In Room","Friley Hall"
"880100129","50 Flex Block","Fall 2021","Application","Off Campus"
"800520545","Cardinal","Fall 2021","In Room","Elm Hall"
"820550525","Cyclone","Fall 2021","In Room","Welch Hall"
"860530527","Cardinal","Fall 2021","In Room","Barton Hall"
"830670633","Cardinal","Fall 2021","In Room","Willow Hall"
"840750718","Cardinal","Fall 2021","History","Off Campus"
"870740768","Cyclone","Fall 2021","In Room","Geoffroy Hall"
"910090021","85 Flex Block","Fall 2021","History","Off Campus"
"940020068","Cyclone","Fall 2021","In Room","Eaton Hall"
"960050028","Cardinal","Fall 2021","In Room","Buchanan Hall"
"920330142","Cardinal","Fall 2021","In Room","Maple Hall"
"930170197","Bronze","Fall 2021","History","Off Campus"
"920220283","105 Flex Block","Fall 2021","In Room","Frederiksen Court 12"
"990300243","Cardinal","Fall 2021","In Room","Friley Hall"
"960400407","Bronze","Fall 2021","History","Off Campus"
"990530485","85 Flex Block","Fall 2021","Application","Off Campus"
"990720663","Cardinal","Fall 2021","In Room","Maple Hall"
"930740713","Cardinal","Fall 2021","In Room","Maple Hall"
"900950943","Gold","Fall 2021","In Room","Roberts Hall"
"950920979","85 Flex Block","Fall 2021","History","Off Campus"
"960900937","50 Flex Block","Fall 2021","In Room","Frederiksen Court 83"
"010101125","Cyclone","Fall 2021","In Room","Roberts Hall"
"020191136","50 Flex Block","Fall 2021","In Room","Frederiksen Court 24"
"080261172","Gold","Fall 2021","In Room","Friley Hall"
"000231254","Gold","Fall 2021","In Room","Geoffroy Hall"
"020261293","Cardinal","Fall 2021","In Room","Martin Hall"
"040321386","25 Flex Block","Fall 2021","Application","Off Campus"
"080471331","Cardinal","Fall 2021","In Room","Larch Hall"
"040401458","Cardinal","Fall 2021","In Room","Maple Hall"
"080501422","Cardinal","Fall 2021","In Room","Helser Hall"
"040581514","105 Flex Block","Fall 2021","History","Off Campus"
"060711641","85 Flex Block","Fall 2021","In Room","Frederiksen Court 51"
"080761651","25 Flex Block","Fall 2021","History","Off Campus"
"080761693","Gold","Fall 2021","In Room","Friley Hall"
"060791797","Cardinal","Fall 2021","In Room","Martin Hall"
"090381794","25 Flex Block","Fall 2021","In Room","Frederiksen Court 81"
"050871815","Cardinal","Fall 2021","In Room","Friley Hall"
"000951900","Cardinal","Fall 2021","Reserved","Larch Hall"
"170171137","Gold","Fall 2021","In Room","Eaton Hall"
"190221193","Gold","Fall 2021","In Room","Geoffroy Hall"
"160341280","Gold","Fall 2021","Cancelled","Off Campus"
"130401423","Cardinal","Fall 2021","In Room","Birch Hall"
"110951540","Cardinal","Fall 2021","In Room","Birch Hall"
"180671628","Gold","Fall 2021","In Room","Geoffroy Hall"
"100931954","105 Flex Block","Fall 2021","Reserved","Off Campus"
"210071014","Cardinal","Fall 2021","In Room","Willow Hall"
"240081037","25 Flex Block","Fall 2021","In Room","Frederiksen Court 36"
"210161121","Cardinal","Fall 2021","In Room","Maple Hall"
"230261284","Gold","Fall 2021","In Room","Eaton Hall"
"290391211","Cardinal","Fall 2021","In Room","Larch Hall"
"250341389","Cardinal","Fall 2021","In Room","Eaton Hall"
"230401403","Gold","Fall 2021","In Room","Larch Hall"
"240471417","Cardinal","Fall 2021","In Room","Martin Hall"
"250471435","Cardinal","Fall 2021","In Room","Maple Hall"
"250431469","105 Flex Block","Fall 2021","History","Off Campus"
"280601542","Cardinal","Fall 2021","In Room","Friley Hall"
"240621605","50 Flex Block","Fall 2021","In Room","University Village 138"
"280781684","25 Flex Block","Fall 2021","In Room","University Village 144"
"210811801","Gold","Fall 2021","In Room","Welch Hall"
"200901913","Gold","Fall 2021","In Room","Martin Hall"
"290011980","Cardinal","Fall 2021","In Room","Eaton Hall"
"360031029","Cardinal","Fall 2021","In Room","Friley Hall"
"340401407","Cardinal","Fall 2021","In Room","Larch Hall"
"360001990","Cardinal","Fall 2021","In Room","Friley Hall"
"430221213","25 Flex Block","Fall 2021","History","Off Campus"
"430201299","105 Flex Block","Fall 2021","Application","Off Campus"
"420621602","Bronze","Fall 2021","In Room","Frederiksen Court 73"
"420671602","Silver","Fall 2021","History","Off Campus"
"410761731","85 Flex Block","Fall 2021","Application","Off Campus"
"420771792","Cardinal","Fall 2021","In Room","Maple Hall"
"520131118","Cardinal","Fall 2021","In Room","Friley Hall"
"570221267","Cardinal","Fall 2021","In Room","Maple Hall"
"540361364","Cardinal","Fall 2021","In Room","Frederiksen Court 35"
"550541535","Cardinal","Fall 2021","In Room","Helser Hall"
"530681694","Gold","Fall 2021","In Room","Welch Hall"
"540671647","Silver","Fall 2021","In Room","Buchanan Hall"
"500731733","Cardinal","Fall 2021","Reserved","Larch Hall"
"540711738","Gold","Fall 2021","In Room","Larch Hall"
"550951968","Cardinal","Fall 2021","In Room","Buchanan Hall"
"660091008","Cyclone","Fall 2021","In Room","Willow Hall"
"680121032","Cyclone","Fall 2021","In Room","Larch Hall"
"660211190","Gold","Fall 2021","History","Off Campus"
"680201125","Gold","Fall 2021","In Room","Maple Hall"
"640301378","Cardinal","Fall 2021","In Room","Helser Hall"
"630451483","Cyclone","Fall 2021","In Room","Elm Hall"
"610541522","Silver","Fall 2021","In Room","Frederiksen Court 41"
"610761744","Cardinal","Fall 2021","In Room","Martin Hall"
"620891882","Gold","Fall 2021","In Room","Geoffroy Hall"
"680951958","105 Flex Block","Fall 2021","Application","Off Campus"
"730081076","Gold","Fall 2021","In Room","Barton Hall"
"740611128","Gold","Fall 2021","In Room","Friley Hall"
"720211287","105 Flex Block","Fall 2021","In Room","Frederiksen Court 61"
"710351354","Cardinal","Fall 2021","In Room","Friley Hall"
"770611580","25 Flex Block","Fall 2021","In Room","Frederiksen Court 82"
"780371633","Gold","Fall 2021","Application","Off Campus"
"710951982","Cardinal","Fall 2021","In Room","Lyon Hall"
"840201207","Cardinal","Fall 2021","In Room","Friley Hall"
"870211227","Gold","Fall 2021","In Room","Geoffroy Hall"
"880321221","Gold","Fall 2021","In Room","Friley Hall"
"800551560","Bronze","Fall 2021","Application","Off Campus"
"840591564","105 Flex Block","Fall 2021","Application","Off Campus"
"820811815","Cyclone","Fall 2021","Reserved","Oak Hall"
"820841852","Cardinal","Fall 2021","In Room","Roberts Hall"
"890911862","Cardinal","Fall 2021","In Room","Geoffroy Hall"
"890131922","105 Flex Block","Fall 2021","In Room","Frederiksen Court 71"
"930091052","85 Flex Block","Fall 2021","Application","Off Campus"
"980231110","Cardinal","Fall 2021","In Room","Maple Hall"
"930521537","Cyclone","Fall 2021","In Room","Oak Hall"
"270492486","Cyclone","Fall 2021","In Room","Maple Hall"
"250522585","Gold","Fall 2021","In Room","Geoffroy Hall"
"430052015","Cyclone","Fall 2021","In Room","Geoffroy Hall"
"400732780","25 Flex Block","Fall 2021","History","Off Campus"
"530342332","50 Flex Block","Fall 2021","Application","Off Campus"
"590392317","Cardinal","Fall 2021","In Room","Friley Hall"
"580482477","Gold","Fall 2021","In Room","Welch Hall"
"560502596","Cardinal","Fall 2021","In Room","Helser Hall"
"500682749","25 Flex Block","Fall 2021","In Room","Frederiksen Court 73"
"590732779","Gold","Fall 2021","In Room","Helser Hall"
"510912900","Cardinal","Fall 2021","In Room","Birch Hall"
"560912918","Gold","Fall 2021","In Room","Geoffroy Hall"
"560982958","Cardinal","Fall 2021","In Room","Barton Hall"
"570972949","Cardinal","Fall 2021","In Room","Friley Hall"
"580022900","Cyclone","Fall 2021","In Room","Maple Hall"
"680152020","Gold","Fall 2021","In Room","Lyon Hall"
"660242218","Cardinal","Fall 2021","In Room","Helser Hall"
"670292266","105 Flex Block","Fall 2021","History","Off Campus"
"650322377","Gold","Fall 2021","In Room","Welch Hall"
"630452435","Cardinal","Fall 2021","In Room","Friley Hall"
"630772795","Gold","Fall 2021","In Room","Buchanan Hall"
"620902995","Cardinal","Fall 2021","In Room","Friley Hall"
"710362021","Cardinal","Fall 2021","In Room","Larch Hall"
"720052061","Gold","Fall 2021","In Room","Lyon Hall"
"740022033","Cardinal","Fall 2021","In Room","Helser Hall"
"760062065","Cardinal","Fall 2021","In Room","Martin Hall"
"770322270","Cardinal","Fall 2021","In Room","Welch Hall"
"730342333","50 Flex Block","Fall 2021","Application","Off Campus"
"700342489","Cardinal","Fall 2021","In Room","Friley Hall"
"740642636","Cardinal","Fall 2021","In Room","Buchanan Hall"
"770692626","85 Flex Block","Fall 2021","History","Off Campus"
"760752725","25 Flex Block","Fall 2021","In Room","Frederiksen Court 73"
"760792775","Bronze","Fall 2021","History","Off Campus"
"780812740","Cardinal","Fall 2021","In Room","Maple Hall"
"790902831","Cardinal","Fall 2021","In Room","Geoffroy Hall"
"720972972","25 Flex Block","Fall 2021","Application","Off Campus"
"880202193","Cardinal","Fall 2021","In Room","Willow Hall"
"810572590","Cardinal","Fall 2021","In Room","Larch Hall"
"830032530","Cyclone","Fall 2021","In Room","Welch Hall"
"860512518","Cardinal","Fall 2021","In Room","Geoffroy Hall"
"840642676","Gold","Fall 2021","In Room","Elm Hall"
"830762772","Cardinal","Fall 2021","In Room","Geoffroy Hall"
"810852870","Cardinal","Fall 2021","In Room","Elm Hall"
"800872999","Cardinal","Fall 2021","In Room","Geoffroy Hall"
"950052006","Cardinal","Fall 2021","In Room","Buchanan Hall"
"960022025","Cardinal","Fall 2021","In Room","Geoffroy Hall"
"950162156","Cardinal","Fall 2021","In Room","Geoffroy Hall"
"950222235","50 Flex Block","Fall 2021","Application","Off Campus"
"900272369","50 Flex Block","Fall 2021","Application","Off Campus"
"950362394","85 Flex Block","Fall 2021","In Room","Frederiksen Court 52"
"980412350","Cardinal","Fall 2021","In Room","Willow Hall"
"970522556","Cardinal","Fall 2021","In Room","Birch Hall"
"950662663","Gold","Fall 2021","In Room","Friley Hall"
"910722740","Cardinal","Fall 2021","In Room","Friley Hall"
"900962982","Cardinal","Fall 2021","In Room","Geoffroy Hall"
"090173095","105 Flex Block","Fall 2021","In Room","University Village 119"
"030493492","Bronze","Fall 2021","In Room","Frederiksen Court 24"
"040423446","Cardinal","Fall 2021","In Room","Oak Hall"
"050423494","Cardinal","Fall 2021","In Room","Friley Hall"
"000883850","Cyclone","Fall 2021","In Room","Geoffroy Hall"
"040873873","25 Flex Block","Fall 2021","History","Off Campus"
"060833804","Cardinal","Fall 2021","In Room","Maple Hall"
"090843848","50 Flex Block","Fall 2021","Application","Off Campus"
"100923008","Gold","Fall 2021","In Room","Helser Hall"
"190263217","Gold","Fall 2021","In Room","Martin Hall"
"170433486","Cardinal","Fall 2021","In Room","Helser Hall"
"190573588","Cardinal","Fall 2021","In Room","Birch Hall"
"140653674","Silver","Fall 2021","In Room","Frederiksen Court 36"
"150913947","Cardinal","Fall 2021","In Room","Willow Hall"
"230043075","Cardinal","Fall 2021","In Room","Willow Hall"
"210093149","Gold","Fall 2021","In Room","Helser Hall"
"280183169","Cardinal","Fall 2021","In Room","Willow Hall"
"200393458","Cyclone","Fall 2021","In Room","Oak Hall"
"250583528","25 Flex Block","Fall 2021","Application","Off Campus"
"370223296","Gold","Fall 2021","In Room","Helser Hall"
"360413476","25 Flex Block","Fall 2021","In Room","University Village 127"
"300723792","Silver","Fall 2021","In Room","Frederiksen Court 82"
"380863866","25 Flex Block","Fall 2021","Application","Off Campus"
"440073035","Cardinal","Fall 2021","In Room","Larch Hall"
"410093179","50 Flex Block","Fall 2021","In Room","Frederiksen Court 24"
"470143188","Cardinal","Fall 2021","In Room","Friley Hall"
"430353304","Cardinal","Fall 2021","In Room","Helser Hall"
"450343323","Cardinal","Fall 2021","In Room","Eaton Hall"
"430443434","Cardinal","Fall 2021","In Room","Welch Hall"
"480533519","Gold","Fall 2021","In Room","Helser Hall"
"500993078","Cardinal","Fall 2021","In Room","Geoffroy Hall"
"530143141","Cardinal","Fall 2021","In Room","Helser Hall"
"540203215","Cardinal","Fall 2021","In Room","Geoffroy Hall"
"510433444","Silver","Fall 2021","Cancelled","Off Campus"
"580543587","Gold","Fall 2021","In Room","Freeman Hall"
"500753848","85 Flex Block","Fall 2021","History","Off Campus"
"530843831","Silver","Fall 2021","In Room","University Village 134"
"550833876","Cardinal","Fall 2021","In Room","Larch Hall"
"530993941","Gold","Fall 2021","In Room","Buchanan Hall"
"610963059","CyFlex","Fall 2021","In Room","Geoffroy Hall"
"640023056","25 Flex Block","Fall 2021","History","Off Campus"
"660193194","Cardinal","Fall 2021","In Room","Helser Hall"
"640283282","Cardinal","Fall 2021","In Room","Friley Hall"
"680423290","Gold","Fall 2021","In Room","Buchanan Hall"
"610623351","Cardinal","Fall 2021","In Room","Friley Hall"
"600553618","Cardinal","Fall 2021","In Room","Friley Hall"
"650873816","Cardinal","Fall 2021","In Room","Willow Hall"
"750083013","Bronze","Fall 2021","In Room","Frederiksen Court 12"
"770013015","Cardinal","Fall 2021","Cancelled","Off Campus"
"780013049","Cardinal","Fall 2021","In Room","Martin Hall"
"770213134","Silver","Fall 2021","In Room","Buchanan Hall"
"750283266","85 Flex Block","Fall 2021","History","Off Campus"
"720363370","Cardinal","Fall 2021","In Room","Willow Hall"
"730413442","25 Flex Block","Fall 2021","History","Off Campus"
"730543581","Cardinal","Fall 2021","In Room","Friley Hall"
"740763762","Gold","Fall 2021","In Room","Friley Hall"
"770823708","Gold","Fall 2021","In Room","Helser Hall"
"790913880","Bronze","Fall 2021","In Room","Frederiksen Court 52"
"800993007","Cardinal","Fall 2021","Reserved","Friley Hall"
"810993008","25 Flex Block","Fall 2021","Reserved","Off Campus"
"880073025","105 Flex Block","Fall 2021","History","Off Campus"
"830143161","Cyclone","Fall 2021","In Room","Willow Hall"
"850183132","Gold","Fall 2021","In Room","Martin Hall"
"830373391","Cardinal","Fall 2021","In Room","Geoffroy Hall"
"840923942","Cardinal","Fall 2021","In Room","Maple Hall"
"970503535","Gold","Fall 2021","In Room","Friley Hall"
"920703751","Bronze","Fall 2021","In Room","Welch Hall"
"910763818","Cyclone","Fall 2021","In Room","Maple Hall"
"960893806","Cardinal","Fall 2021","In Room","Maple Hall"
"990843877","Cardinal","Fall 2021","In Room","Geoffroy Hall"
"030194160","25 Flex Block","Fall 2021","Application","Off Campus"
"090184156","105 Flex Block","Fall 2021","Application","Off Campus"
"090104177","Cardinal","Fall 2021","In Room","Helser Hall"
"080334376","Silver","Fall 2021","Application","Off Campus"
"030444464","Cardinal","Fall 2021","In Room","Geoffroy Hall"
"070434427","Gold","Fall 2021","In Room","Geoffroy Hall"
"060224572","Gold","Fall 2021","In Room","Maple Hall"
"050664625","Cardinal","Fall 2021","In Room","Geoffroy Hall"
"020744712","Cardinal","Fall 2021","In Room","Helser Hall"
"010914970","Silver","Fall 2021","In Room","Friley Hall"
"160114168","Cardinal","Fall 2021","In Room","Buchanan Hall"
"110284338","Cardinal","Fall 2021","In Room","Friley Hall"
"140424485","Cyclone","Fall 2021","In Room","Frederiksen Court 82"
"120524553","50 Flex Block","Fall 2021","In Room","Maple Hall"
"130584551","Bronze","Fall 2021","History","Off Campus"
"150724716","Cardinal","Fall 2021","In Room","Willow Hall"
"150744772","Cardinal","Fall 2021","In Room","Friley Hall"
"100904940","Cardinal","Fall 2021","In Room","University Village 168"
"190994976","Cardinal","Fall 2021","In Room","Larch Hall"
"210014022","Cardinal","Fall 2021","In Room","Friley Hall"
"220354393","Cyclone","Fall 2021","In Room","Oak Hall"
"230464473","Cardinal","Fall 2021","In Room","Friley Hall"
"260744716","Gold","Fall 2021","In Room","Maple Hall"
"220824840","Cardinal","Fall 2021","In Room","Larch Hall"
"280854889","Cardinal","Fall 2021","In Room","Buchanan Hall"
"200804949","Cardinal","Fall 2021","In Room","Maple Hall"
"310114185","85 Flex Block","Fall 2021","History","Off Campus"
"310144218","Cardinal","Fall 2021","In Room","Helser Hall"
"330394390","Cardinal","Fall 2021","In Room","Geoffroy Hall"
"370384354","Cardinal","Fall 2021","In Room","Lyon Hall"
"300414431","Cardinal","Fall 2021","In Room","Helser Hall"
"360544546","Cardinal","Fall 2021","Reserved","Willow Hall"
"330724720","Cardinal","Fall 2021","In Room","Welch Hall"
"310884988","105 Flex Block","Fall 2021","History","Off Campus"
"380984976","105 Flex Block","Fall 2021","In Room","University Village 170"
"440344371","Cardinal","Fall 2021","In Room","Friley Hall"
"460364374","25 Flex Block","Fall 2021","In Room","Frederiksen Court 23"
"440424452","Cardinal","Fall 2021","In Room","Buchanan Hall"
"490434426","Cardinal","Fall 2021","In Room","University Village 101"
"430544689","Cardinal","Fall 2021","In Room","Eaton Hall"
"490674639","Cardinal","Fall 2021","In Room","Martin Hall"
"440784761","Cardinal","Fall 2021","In Room","Martin Hall"
"490854867","Cardinal","Fall 2021","Application","Off Campus"
"560034013","Cardinal","Fall 2021","In Room","Maple Hall"
"550194142","Cardinal","Fall 2021","In Room","Maple Hall"
"590124116","Cardinal","Fall 2021","In Room","Maple Hall"
"560284296","Cardinal","Fall 2021","In Room","Willow Hall"
"570464456","CyFlex","Fall 2021","In Room","Eaton Hall"
"590434479","Cardinal","Fall 2021","In Room","Willow Hall"
"590654591","Cardinal","Fall 2021","In Room","Lyon Hall"
"520584679","Cardinal","Fall 2021","In Room","Helser Hall"
"530604611","RA Plan","Fall 2021","In Room","Maple Hall"
"590954976","Cardinal","Fall 2021","In Room","Larch Hall"
"610014061","Gold","Fall 2021","In Room","Frederiksen Court 81"
"650094004","Cardinal","Fall 2021","In Room","Larch Hall"
"640304395","Cardinal","Fall 2021","In Room","Welch Hall"
"600354457","Cardinal","Fall 2021","In Room","Friley Hall"
"620454472","Cardinal","Fall 2021","In Room","Buchanan Hall"
"630414494","Bronze","Fall 2021","In Room","Friley Hall"
"620524572","Gold","Fall 2021","In Room","Larch Hall"
"690534536","50 Flex Block","Fall 2021","History","Off Campus"
"670944965","Bronze","Fall 2021","In Room","University Village 118"
"730214281","Cardinal","Fall 2021","In Room","Larch Hall"
"760534516","Gold","Fall 2021","In Room","Buchanan Hall"
"810284203","Cardinal","Fall 2021","In Room","Willow Hall"
"810384407","Cardinal","Fall 2021","In Room","Helser Hall"
"830404481","Cardinal","Fall 2021","In Room","Friley Hall"
"820514543","Gold","Fall 2021","In Room","Geoffroy Hall"
"820534659","Cardinal","Fall 2021","History","Off Campus"
"890904890","Cardinal","Fall 2021","In Room","Willow Hall"
"880974917","Cyclone","Fall 2021","In Room","Friley Hall"
"940024034","Gold","Fall 2021","In Room","Friley Hall"
"910234358","Silver","Fall 2021","In Room","Frederiksen Court 23"
"930334311","25 Flex Block","Fall 2021","In Room","Frederiksen Court 52"
"950834366","Cardinal","Fall 2021","Application","Off Campus"
"960344386","Cardinal","Fall 2021","In Room","Eaton Hall"
"930464423","Gold","Fall 2021","In Room","Maple Hall"
"950594571","Gold","Fall 2021","In Room","Eaton Hall"
"940604631","Cardinal","Fall 2021","In Room","Geoffroy Hall"
"960634616","Cardinal","Fall 2021","In Room","Oak Hall"
"960974751","Cardinal","Fall 2021","In Room","Friley Hall"
"990174773","Bronze","Fall 2021","In Room","Barton Hall"
"900934940","Cardinal","Fall 2021","In Room","Willow Hall"
"060045003","50 Flex Block","Fall 2021","Application","Off Campus"
"000005168","RA Plan","Fall 2021","In Room","Friley Hall"
"050165101","Cardinal","Fall 2021","In Room","Buchanan Hall"
"090275259","Cardinal","Fall 2021","In Room","Oak Hall"
"090225289","Gold","Fall 2021","In Room","Helser Hall"
"090755748","Cardinal","Fall 2021","In Room","Martin Hall"
"040915922","Bronze","Fall 2021","Application","Off Campus"
"110145171","Cardinal","Fall 2021","In Room","Friley Hall"
"120115142","Cardinal","Fall 2021","In Room","Maple Hall"
"190145196","Bronze","Fall 2021","History","Off Campus"
"120205272","Gold","Fall 2021","In Room","Buchanan Hall"
"190355366","85 Flex Block","Fall 2021","Application","Off Campus"
"170645544","Bronze","Fall 2021","Application","Off Campus"
"140655644","Cardinal","Fall 2021","In Room","Geoffroy Hall"
"110885967","Cardinal","Fall 2021","In Room","Elm Hall"
"250065074","105 Flex Block","Fall 2021","In Room","Frederiksen Court 83"
"260065022","Cardinal","Fall 2021","In Room","Friley Hall"
"290145189","25 Flex Block","Fall 2021","Application","Off Campus"
"240345363","Silver","Fall 2021","In Room","Friley Hall"
"270345387","Gold","Fall 2021","In Room","Helser Hall"
"260445425","Cardinal","Fall 2021","In Room","Maple Hall"
"280565537","Cardinal","Fall 2021","In Room","Birch Hall"
"280665628","Silver","Fall 2021","History","Off Campus"
"290605649","RA Plan","Fall 2021","In Room","Elm Hall"
"290685668","Cardinal","Fall 2021","In Room","Roberts Hall"
"230745712","105 Flex Block","Fall 2021","In Room","Frederiksen Court 82"
"330225280","Cardinal","Fall 2021","In Room","Martin Hall"
"380375344","25 Flex Block","Fall 2021","In Room","Frederiksen Court 24"
"310305459","Bronze","Fall 2021","In Room","Frederiksen Court 82"
"330305409","Cardinal","Fall 2021","In Room","Eaton Hall"
"340515554","Gold","Fall 2021","In Room","Friley Hall"
"360585592","Cardinal","Fall 2021","In Room","Elm Hall"
"350705732","Cardinal","Fall 2021","In Room","Friley Hall"
"380725738","Gold","Fall 2021","In Room","Helser Hall"
"380795794","Cardinal","Fall 2021","In Room","Helser Hall"
"320835861","Gold","Fall 2021","In Room","Friley Hall"
"330815851","Cardinal","Fall 2021","In Room","Roberts Hall"
"350805853","Cardinal","Fall 2021","In Room","Martin Hall"
"440075050","Cardinal","Fall 2021","In Room","Martin Hall"
"400155246","Cardinal","Fall 2021","In Room","Friley Hall"
"420135228","Gold","Fall 2021","In Room","Helser Hall"
"430105229","Silver","Fall 2021","Application","Off Campus"
"440775770","25 Flex Block","Fall 2021","Application","Off Campus"
"490805711","Gold","Fall 2021","In Room","Martin Hall"
"480895826","Cardinal","Fall 2021","In Room","Friley Hall"
"470935997","50 Flex Block","Fall 2021","History","Off Campus"
"540115123","Cyclone","Fall 2021","In Room","Geoffroy Hall"
"580525567","25 Flex Block","Fall 2021","History","Off Campus"
