"ID","Meal.Plan.Description","Term.Session.Description","Room.Location.Description","Price.Year"
29145002,"Cardinal","Fall 2024","Geoffroy Hall",5108
29295133,"Cardinal","Fall 2024","Elm Hall",5108
89995186,"Cardinal","Fall 2024","Friley Hall",5108
89305292,"Cardinal","Fall 2024","Martin Hall",5108
39605391,"Cardinal","Fall 2024","Geoffroy Hall",5108
49415341,"Cardinal","Fall 2024","Maple Hall",5108
19895672,"Cardinal","Fall 2024","Off Campus",5108
9845808,"Cardinal","Fall 2024","Wallace Hall",5108
79965827,"Cardinal","Fall 2024","Eaton Hall",5108
89915839,"Cardinal","Fall 2024","Maple Hall",5108
119755148,"100 Meal Blocks","Fall 2024","Frederiksen Court",1287
149285114,"Cardinal","Fall 2024","Friley Hall",5108
169495355,"Campanile","Fall 2024","Frederiksen Court",3928
149635435,"Cardinal","Fall 2024","Helser Hall",5108
119635514,"Gold","Fall 2024","Lyon Hall",4800
159695517,"Cardinal","Fall 2024","Elm Hall",5108
129385695,"Gold","Fall 2024","Larch Hall",4800
159765652,"100 Meal Blocks","Fall 2024","Off Campus",1287
289695031,"Cardinal","Fall 2024","Birch Hall",5108
239225162,"Cardinal","Fall 2024","Willow Hall",5108
239235164,"Cardinal","Fall 2024","Oak Hall",5108
299305140,"Campanile","Fall 2024","Off Campus",3928
299075198,"Cardinal","Fall 2024","Friley Hall",5108
249555205,"Cardinal","Fall 2024","Geoffroy Hall",5108
239445375,"Cardinal","Fall 2024","Helser Hall",5108
229085654,"Cardinal","Fall 2024","Maple Hall",5108
229605659,"100 Meal Blocks","Fall 2024","University Village",1287
249945679,"Cardinal","Fall 2024","Geoffroy Hall",5108
299215750,"Gold","Fall 2024","Geoffroy Hall",4800
229035912,"Cardinal","Fall 2024","Lyon Hall",5108
249075966,"Cardinal","Fall 2024","Buchanan Hall",5108
269095986,"Cardinal","Fall 2024","Buchanan Hall",5108
319395201,"Cardinal","Fall 2024","Helser Hall",5108
389505281,"Cardinal","Fall 2024","Maple Hall",5108
309915369,"Gold","Fall 2024","Geoffroy Hall",4800
319645568,"Cardinal","Fall 2024","Birch Hall",5108
319745707,"100 Meal Blocks","Fall 2024","Frederiksen Court",1287
389025706,"Cardinal","Fall 2024","Larch Hall",5108
439195003,"Campanile","Fall 2024","University Village",3928
449695129,"Cardinal","Fall 2024","Geoffroy Hall",5108
499365140,"Cardinal","Fall 2024","Friley Hall",5108
429365212,"Cardinal","Fall 2024","Off Campus",5108
489295343,"Cardinal","Fall 2024","Eaton Hall",5108
459565476,"Cardinal","Fall 2024","Buchanan Hall",5108
459735542,"Campanile","Fall 2024","Off Campus",3928
449835785,"Cardinal","Fall 2024","Friley Hall",5108
439635997,"Cardinal","Fall 2024","Wilson Hall",5108
459095982,"Cardinal","Fall 2024","Geoffroy Hall",5108
549285133,"Cardinal","Fall 2024","Maple Hall",5108
589925107,"Cardinal","Fall 2024","Buchanan Hall",5108
579365264,"Campanile","Fall 2024","Wallace Hall",3928
509465330,"Campanile","Fall 2024","Frederiksen Court",3928
529665328,"Cardinal","Fall 2024","Frederiksen Court",5108
579845354,"Cardinal","Fall 2024","Larch Hall",5108
559235474,"Cardinal","Fall 2024","Larch Hall",5108
579415666,"Cardinal","Fall 2024","Wilson Hall",5108
559565701,"Cardinal","Fall 2024","Friley Hall",5108
589825778,"Cardinal","Fall 2024","Friley Hall",5108
509965891,"Cardinal","Fall 2024","Maple Hall",5108
579015918,"100 Meal Blocks","Fall 2024","Off Campus",1287
619245193,"Cardinal","Fall 2024","Elm Hall",5108
619535294,"Cardinal","Fall 2024","Off Campus",5108
619225338,"Cardinal","Fall 2024","Buchanan Hall",5108
659515392,"25 Meal Blocks","Fall 2024","Off Campus",336
699645357,"Cardinal","Fall 2024","Maple Hall",5108
639545463,"Cardinal","Fall 2024","Frederiksen Court",5108
609375667,"Cardinal","Fall 2024","Linden Hall",5108
649715695,"Cardinal","Fall 2024","Friley Hall",5108
669625609,"Cardinal","Fall 2024","Wilson Hall",5108
639885753,"Cardinal","Fall 2024","Helser Hall",5108
669835777,"Gold","Fall 2024","Maple Hall",4800
629955843,"Cardinal","Fall 2024","Friley Hall",5108
669335841,"50 Meal Blocks","Fall 2024","Off Campus",656
629015961,"Campanile","Fall 2024","Frederiksen Court",3928
709255161,"50 Meal Blocks","Fall 2024","Off Campus",656
799305279,"Cardinal","Fall 2024","Maple Hall",5108
759525415,"Cardinal","Fall 2024","Wilson Hall",5108
719665511,"50 Meal Blocks","Fall 2024","Off Campus",656
749925766,"Campanile","Fall 2024","Off Campus",3928
819295171,"50 Meal Blocks","Fall 2024","Off Campus",656
809785670,"Cardinal","Fall 2024","Buchanan Hall",5108
809785680,"Cardinal","Fall 2024","Friley Hall",5108
819765600,"Cardinal","Fall 2024","Willow Hall",5108
829205604,"Cardinal","Fall 2024","Wilson Hall",5108
829985872,"Gold","Fall 2024","Off Campus",4800
869095966,"25 Meal Blocks","Fall 2024","Off Campus",336
879595981,"Cardinal","Fall 2024","Welch Hall",5108
949285194,"Campanile","Fall 2024","Off Campus",3928
929365272,"Cardinal","Fall 2024","Barton Hall",5108
909605304,"Cardinal","Fall 2024","Friley Hall",5108
919555480,"Cardinal","Fall 2024","Geoffroy Hall",5108
919475584,"Gold","Fall 2024","Larch Hall",4800
969695505,"Cardinal","Fall 2024","Friley Hall",5108
989315591,"Cardinal","Fall 2024","Martin Hall",5108
929845712,"Cardinal","Fall 2024","Helser Hall",5108
929515943,"Cardinal","Fall 2024","Welch Hall",5108
979635970,"50 Meal Blocks","Fall 2024","Off Campus",656
9326026,"Cardinal","Fall 2024","Willow Hall",5108
9186109,"Cardinal","Fall 2024","Helser Hall",5108
9586149,"Cardinal","Fall 2024","Wilson Hall",5108
79636454,"Gold","Fall 2024","Helser Hall",4800
49006583,"Cardinal","Fall 2024","Eaton Hall",5108
99716679,"Gold","Fall 2024","Geoffroy Hall",4800
49846703,"Cardinal","Fall 2024","Buchanan Hall",5108
69306773,"Cardinal","Fall 2024","Eaton Hall",5108
39916836,"50 Meal Blocks","Fall 2024","Off Campus",656
69006966,"Cardinal","Fall 2024","Welch Hall",5108
109026066,"Cardinal","Fall 2024","Off Campus",5108
129666010,"Cardinal","Fall 2024","Helser Hall",5108
159166000,"Campanile","Fall 2024","Off Campus",3928
179086045,"Cardinal","Fall 2024","Helser Hall",5108
159856121,"100 Meal Blocks","Fall 2024","Wilson Hall",1287
189096142,"Gold","Fall 2024","Wilson Hall",4800
189236158,"25 Meal Blocks","Fall 2024","Off Campus",336
109376309,"Campanile","Fall 2024","Birch Hall",3928
149406340,"50 Meal Blocks","Fall 2024","Off Campus",656
189776331,"Gold","Fall 2024","Friley Hall",4800
159526461,"Gold","Fall 2024","Frederiksen Court",4800
119986500,"Cardinal","Fall 2024","Linden Hall",5108
119876700,"Campanile","Fall 2024","Off Campus",3928
119826791,"Cardinal","Fall 2024","Linden Hall",5108
149166993,"Cardinal","Fall 2024","Wilson Hall",5108
259136081,"Cardinal","Fall 2024","Larch Hall",5108
289196037,"Cardinal","Fall 2024","Friley Hall",5108
279396297,"Campanile","Fall 2024","Linden Hall",3928
269596330,"Cardinal","Fall 2024","Friley Hall",5108
289886306,"Cardinal","Fall 2024","Helser Hall",5108
209396405,"Cardinal","Fall 2024","University Village",5108
249586423,"Gold","Fall 2024","Friley Hall",4800
259536435,"Cardinal","Fall 2024","Oak Hall",5108
249796635,"Cardinal","Fall 2024","Maple Hall",5108
269886731,"Cardinal","Fall 2024","Martin Hall",5108
229136841,"Cardinal","Fall 2024","Wilson Hall",5108
209956996,"100 Meal Blocks","Fall 2024","Off Campus",1287
239816973,"Cardinal","Fall 2024","Friley Hall",5108
389956134,"Cardinal","Fall 2024","Willow Hall",5108
349466323,"Cardinal","Fall 2024","Friley Hall",5108
369576471,"25 Meal Blocks","Fall 2024","Off Campus",336
359846753,"Campanile","Fall 2024","Frederiksen Court",3928
389806727,"Cardinal","Fall 2024","Elm Hall",5108
399836779,"Campanile","Fall 2024","Linden Hall",3928
389976869,"Cardinal","Fall 2024","Linden Hall",5108
369496986,"Cardinal","Fall 2024","Elm Hall",5108
489586483,"50 Meal Blocks","Fall 2024","Off Campus",656
409366578,"Cardinal","Fall 2024","Geoffroy Hall",5108
499656508,"Cardinal","Fall 2024","Helser Hall",5108
469796655,"50 Meal Blocks","Fall 2024","Off Campus",656
439006954,"Cardinal","Fall 2024","Friley Hall",5108
479066997,"Cardinal","Fall 2024","Birch Hall",5108
559266134,"25 Meal Blocks","Fall 2024","Off Campus",336
559186251,"Cardinal","Fall 2024","Welch Hall",5108
509366339,"Campanile","Fall 2024","Birch Hall",3928
569446311,"Cardinal","Fall 2024","Geoffroy Hall",5108
579576455,"Cardinal","Fall 2024","Eaton Hall",5108
599836466,"Cardinal","Fall 2024","Freeman Hall",5108
519626581,"Cardinal","Fall 2024","Helser Hall",5108
569036588,"Cardinal","Fall 2024","Off Campus",5108
519666604,"Cardinal","Fall 2024","Friley Hall",5108
539666648,"Cardinal","Fall 2024","Friley Hall",5108
599786664,"100 Meal Blocks","Fall 2024","Frederiksen Court",1287
629186061,"Gold","Fall 2024","Off Campus",4800
659136065,"Campanile","Fall 2024","Frederiksen Court",3928
619116488,"Cardinal","Fall 2024","Buchanan Hall",5108
669136451,"Gold","Fall 2024","Helser Hall",4800
639546683,"Cardinal","Fall 2024","Birch Hall",5108
649666659,"Cardinal","Fall 2024","Geoffroy Hall",5108
659756624,"Cardinal","Fall 2024","Larch Hall",5108
679876756,"Cardinal","Fall 2024","Friley Hall",5108
619946966,"Cardinal","Fall 2024","Martin Hall",5108
669266992,"Gold","Fall 2024","Wilson Hall",4800
719246140,"25 Meal Blocks","Fall 2024","Off Campus",336
709346305,"50 Meal Blocks","Fall 2024","Frederiksen Court",656
799806400,"Cardinal","Fall 2024","Oak Hall",5108
749666553,"Campanile","Fall 2024","Frederiksen Court",3928
769196552,"Cardinal","Fall 2024","Elm Hall",5108
749766653,"Gold","Fall 2024","Martin Hall",4800
779786692,"25 Meal Blocks","Fall 2024","Frederiksen Court",336
779956817,"Cardinal","Fall 2024","Buchanan Hall",5108
709986975,"Cardinal","Fall 2024","Larch Hall",5108
849216113,"Cardinal","Fall 2024","Birch Hall",5108
849266142,"Campanile","Fall 2024","Frederiksen Court",3928
899206108,"Cardinal","Fall 2024","Friley Hall",5108
899386238,"Gold","Fall 2024","Friley Hall",4800
829546533,"Cardinal","Fall 2024","Elm Hall",5108
899766698,"50 Meal Blocks","Fall 2024","Frederiksen Court",656
869006983,"Cardinal","Fall 2024","Eaton Hall",5108
899026984,"Campanile","Fall 2024","University Village",3928
909066085,"Cardinal","Fall 2024","Elm Hall",5108
959206006,"Gold","Fall 2024","Wilson Hall",4800
969136045,"Cardinal","Fall 2024","Wilson Hall",5108
969256195,"Cardinal","Fall 2024","Helser Hall",5108
979256105,"50 Meal Blocks","Fall 2024","Off Campus",656
909636393,"Cardinal","Fall 2024","Helser Hall",5108
939656562,"100 Meal Blocks","Fall 2024","Off Campus",1287
919796978,"Gold","Fall 2024","Welch Hall",4800
29687003,"Cardinal","Fall 2024","Willow Hall",5108
79897073,"Cardinal","Fall 2024","Larch Hall",5108
99387203,"Cardinal","Fall 2024","Geoffroy Hall",5108
29487300,"Cardinal","Fall 2024","Buchanan Hall",5108
29967357,"Cardinal","Fall 2024","Willow Hall",5108
49337399,"25 Meal Blocks","Fall 2024","Off Campus",336
59467384,"Cardinal","Fall 2024","Helser Hall",5108
9007771,"Cardinal","Fall 2024","Helser Hall",5108
9237813,"Cardinal","Fall 2024","Wallace Hall",5108
59767888,"Cardinal","Fall 2024","Martin Hall",5108
69067955,"Cardinal","Fall 2024","Roberts Hall",5108
79237920,"Cardinal","Fall 2024","Lyon Hall",5108
79817929,"Cardinal","Fall 2024","Larch Hall",5108
159117084,"Campanile","Fall 2024","Oak Hall",3928
189127097,"Cardinal","Fall 2024","Larch Hall",5108
119157129,"Cardinal","Fall 2024","Friley Hall",5108
199167230,"Cardinal","Fall 2024","Buchanan Hall",5108
199427239,"Cardinal","Fall 2024","Geoffroy Hall",5108
139547472,"25 Meal Blocks","Fall 2024","Off Campus",336
119167555,"Cardinal","Fall 2024","Linden Hall",5108
189637557,"Campanile","Fall 2024","Off Campus",3928
109637608,"Gold","Fall 2024","Helser Hall",4800
189867795,"Cardinal","Fall 2024","Friley Hall",5108
119957996,"50 Meal Blocks","Fall 2024","Off Campus",656
129407998,"Cardinal","Fall 2024","Helser Hall",5108
209877248,"Cardinal","Fall 2024","Friley Hall",5108
209337385,"Cardinal","Fall 2024","Off Campus",5108
239467381,"Gold","Fall 2024","Eaton Hall",4800
219647580,"Gold","Fall 2024","Buchanan Hall",4800
219737695,"Cardinal","Fall 2024","Geoffroy Hall",5108
219337752,"Cardinal","Fall 2024","Larch Hall",5108
289807707,"Cardinal","Fall 2024","Geoffroy Hall",5108
289977846,"Gold","Fall 2024","Maple Hall",4800
239077911,"Gold","Fall 2024","Frederiksen Court",4800
369137024,"Cardinal","Fall 2024","Buchanan Hall",5108
309927249,"Cardinal","Fall 2024","Larch Hall",5108
379357211,"Campanile","Fall 2024","Frederiksen Court",3928
389837755,"Campanile","Fall 2024","Frederiksen Court",3928
309817808,"Cardinal","Fall 2024","Frederiksen Court",5108
339937882,"Cardinal","Fall 2024","Eaton Hall",5108
419017019,"Cardinal","Fall 2024","Geoffroy Hall",5108
439457090,"Cardinal","Fall 2024","Larch Hall",5108
449527483,"Campanile","Fall 2024","Birch Hall",3928
409597594,"Cardinal","Fall 2024","Eaton Hall",5108
439747692,"Cardinal","Fall 2024","Off Campus",5108
469947895,"Cardinal","Fall 2024","Birch Hall",5108
449277956,"Cardinal","Fall 2024","Geoffroy Hall",5108
489047986,"Cardinal","Fall 2024","Barton Hall",5108
589197056,"Cardinal","Fall 2024","Larch Hall",5108
509147149,"Cardinal","Fall 2024","Geoffroy Hall",5108
569297272,"Cardinal","Fall 2024","Friley Hall",5108
559477333,"Cardinal","Fall 2024","Freeman Hall",5108
569877335,"Cardinal","Fall 2024","Wilson Hall",5108
509657595,"Cardinal","Fall 2024","Martin Hall",5108
589637525,"Cardinal","Fall 2024","Frederiksen Court",5108
519887886,"Campanile","Fall 2024","Wilson Hall",3928
629277180,"25 Meal Blocks","Fall 2024","Frederiksen Court",336
649107199,"100 Meal Blocks","Fall 2024","Off Campus",1287
699497333,"Cardinal","Fall 2024","Geoffroy Hall",5108
629717705,"Cardinal","Fall 2024","Friley Hall",5108
619937860,"100 Meal Blocks","Fall 2024","Off Campus",1287
619997979,"Cardinal","Fall 2024","Larch Hall",5108
759597011,"Cardinal","Fall 2024","Welch Hall",5108
789137032,"Campanile","Fall 2024","Wallace Hall",3928
749577201,"Cardinal","Fall 2024","Willow Hall",5108
709477333,"Gold","Fall 2024","Larch Hall",4800
799197396,"Cardinal","Fall 2024","Willow Hall",5108
789517810,"Cardinal","Fall 2024","Birch Hall",5108
879287174,"50 Meal Blocks","Fall 2024","Off Campus",656
879307177,"Gold","Fall 2024","Lyon Hall",4800
859337212,"Cardinal","Fall 2024","Martin Hall",5108
819327319,"50 Meal Blocks","Fall 2024","Frederiksen Court",656
829427320,"Cardinal","Fall 2024","Helser Hall",5108
869567498,"Cardinal","Fall 2024","Wilson Hall",5108
859857596,"Gold","Fall 2024","Geoffroy Hall",4800
899657520,"Cardinal","Fall 2024","Buchanan Hall",5108
819567667,"Cardinal","Fall 2024","Willow Hall",5108
879587678,"Cardinal","Fall 2024","Eaton Hall",5108
869807746,"50 Meal Blocks","Fall 2024","Linden Hall",656
899267734,"Cardinal","Fall 2024","Willow Hall",5108
859807819,"Gold","Fall 2024","Martin Hall",4800
919007025,"Cardinal","Fall 2024","Off Campus",5108
919327339,"Cardinal","Fall 2024","Larch Hall",5108
909757774,"Campanile","Fall 2024","Off Campus",3928
929877896,"Cardinal","Fall 2024","Helser Hall",5108
939077951,"Cardinal","Fall 2024","Buchanan Hall",5108
69238156,"Campanile","Fall 2024","Off Campus",3928
39428834,"Cardinal","Fall 2024","Friley Hall",5108
89968882,"Cardinal","Fall 2024","Off Campus",5108
59898932,"Cardinal","Fall 2024","Eaton Hall",5108
179118075,"25 Meal Blocks","Fall 2024","Frederiksen Court",336
149268102,"Gold","Fall 2024","Eaton Hall",4800
169438354,"Cardinal","Fall 2024","Roberts Hall",5108
159798585,"Cardinal","Fall 2024","Larch Hall",5108
129788641,"Cardinal","Fall 2024","Helser Hall",5108
129788885,"Cardinal","Fall 2024","Wilson Hall",5108
179998893,"Gold","Fall 2024","Off Campus",4800
239148071,"Cardinal","Fall 2024","Maple Hall",5108
209128168,"Cardinal","Fall 2024","Maple Hall",5108
289268141,"Gold","Fall 2024","Lyon Hall",4800
219268204,"Cardinal","Fall 2024","Friley Hall",5108
269618512,"50 Meal Blocks","Fall 2024","Schilletter Village",656
279608535,"Gold","Fall 2024","Maple Hall",4800
289698535,"25 Meal Blocks","Fall 2024","Frederiksen Court",336
209228602,"Cardinal","Fall 2024","Linden Hall",5108
269168700,"Cardinal","Fall 2024","Barton Hall",5108
289378987,"Cardinal","Fall 2024","Helser Hall",5108
309078036,"Cardinal","Fall 2024","Friley Hall",5108
309128138,"Cardinal","Fall 2024","Frederiksen Court",5108
339258100,"Cardinal","Fall 2024","Helser Hall",5108
359428358,"50 Meal Blocks","Fall 2024","Off Campus",656
319618787,"Cardinal","Fall 2024","Wilson Hall",5108
329788758,"100 Meal Blocks","Fall 2024","Frederiksen Court",1287
349858752,"Cardinal","Fall 2024","Martin Hall",5108
369938822,"100 Meal Blocks","Fall 2024","Off Campus",1287
399018977,"Cardinal","Fall 2024","Off Campus",5108
479378234,"100 Meal Blocks","Fall 2024","Frederiksen Court",1287
489878255,"Cardinal","Fall 2024","Geoffroy Hall",5108
499368287,"Campanile","Fall 2024","Buchanan Hall",3928
459488397,"Cardinal","Fall 2024","Geoffroy Hall",5108
469408377,"Cardinal","Fall 2024","Geoffroy Hall",5108
489478396,"Gold","Fall 2024","Martin Hall",4800
459598475,"100 Meal Blocks","Fall 2024","Frederiksen Court",1287
469048489,"Cardinal","Fall 2024","Elm Hall",5108
469368498,"Campanile","Fall 2024","Off Campus",3928
489098569,"Cardinal","Fall 2024","Martin Hall",5108
599338267,"Cardinal","Fall 2024","Eaton Hall",5108
539408333,"Cardinal","Fall 2024","Friley Hall",5108
599578486,"Cardinal","Fall 2024","Wallace Hall",5108
549748649,"Cardinal","Fall 2024","Birch Hall",5108
589898725,"Campanile","Fall 2024","Off Campus",3928
509898873,"Cardinal","Fall 2024","Friley Hall",5108
519938860,"Cardinal","Fall 2024","Friley Hall",5108
539758842,"Cardinal","Fall 2024","Friley Hall",5108
509908974,"Gold","Fall 2024","Geoffroy Hall",4800
519998997,"Cardinal","Fall 2024","Off Campus",5108
659138168,"Gold","Fall 2024","Frederiksen Court",4800
679528444,"Cardinal","Fall 2024","Geoffroy Hall",5108
669638583,"Cardinal","Fall 2024","Helser Hall",5108
609298777,"25 Meal Blocks","Fall 2024","Wilson Hall",336
619688877,"Cardinal","Fall 2024","Helser Hall",5108
639928840,"Cardinal","Fall 2024","Eaton Hall",5108
699988826,"Cardinal","Fall 2024","Roberts Hall",5108
679088993,"50 Meal Blocks","Fall 2024","Off Campus",656
719308003,"Gold","Fall 2024","Wilson Hall",4800
719138118,"Cardinal","Fall 2024","Friley Hall",5108
739108132,"Cardinal","Fall 2024","Frederiksen Court",5108
739158177,"25 Meal Blocks","Fall 2024","Off Campus",336
739018198,"Cardinal","Fall 2024","Elm Hall",5108
789238154,"100 Meal Blocks","Fall 2024","Off Campus",1287
739718266,"Cardinal","Fall 2024","Welch Hall",5108
749318252,"100 Meal Blocks","Fall 2024","Off Campus",1287
719158384,"Cardinal","Fall 2024","Wilson Hall",5108
759458355,"Cardinal","Fall 2024","Eaton Hall",5108
739818570,"Cardinal","Fall 2024","Geoffroy Hall",5108
709778621,"50 Meal Blocks","Fall 2024","Off Campus",656
709708713,"Cardinal","Fall 2024","Eaton Hall",5108
779848740,"Cardinal","Fall 2024","Elm Hall",5108
769278994,"Cardinal","Fall 2024","Lyon Hall",5108
819978005,"Gold","Fall 2024","Maple Hall",4800
849138099,"Cardinal","Fall 2024","Geoffroy Hall",5108
879358273,"Campanile","Fall 2024","Oak Hall",3928
829098312,"Cardinal","Fall 2024","Larch Hall",5108
829978311,"Cardinal","Fall 2024","Helser Hall",5108
879578470,"100 Meal Blocks","Fall 2024","Off Campus",1287
809768518,"Cardinal","Fall 2024","Friley Hall",5108
809978791,"Cardinal","Fall 2024","Friley Hall",5108
959658043,"Cardinal","Fall 2024","Maple Hall",5108
