"ID","Meal Plan Description","Term Session Description","Entry Status Description","Room Location Description"
"430221213","50 Flex Block","Fall 2022","History","Off Campus"
"430301253","Cardinal","Fall 2022","In Room","Larch Hall"
"440271248","Cardinal","Fall 2022","In Room","Maple Hall"
"470381237","Cardinal","Fall 2022","In Room","Buchanan Hall"
"430401474","Cardinal","Fall 2022","In Room","Welch Hall"
"430591527","Cardinal","Fall 2022","In Room","Martin Hall"
"450691688","50 Flex Block","Fall 2022","Application","Off Campus"
"490721684","105 Flex Block","Fall 2022","In Room","Frederiksen Court 35"
"440751774","Gold","Fall 2022","In Room","Helser Hall"
"440991987","Cardinal","Fall 2022","In Room","Geoffroy Hall"
"520131118","Cardinal","Fall 2022","In Room","Eaton Hall"
"590361243","Cardinal","Fall 2022","In Room","Linden Hall"
"530681667","Cardinal","Fall 2022","In Room","Linden Hall"
"540671616","25 Flex Block","Fall 2022","In Room","Wallace Hall"
"540671647","50 Flex Block","Fall 2022","In Room","Frederiksen Court 72"
"550801780","Gold","Fall 2022","In Room","Lyon Hall"
"540831818","Cyclone","Fall 2022","In Room","Helser Hall"
"540941989","Cardinal","Fall 2022","In Room","Welch Hall"
"630181132","Cardinal","Fall 2022","In Room","Larch Hall"
"660211190","Gold","Fall 2022","History","Off Campus"
"640301378","Cardinal","Fall 2022","In Room","Helser Hall"
"630451483","Cardinal","Fall 2022","In Room","Maple Hall"
"640401499","Cardinal","Fall 2022","In Room","Willow Hall"
"670521453","50 Flex Block","Fall 2022","In Room","Frederiksen Court 61"
"610761744","Gold","Fall 2022","In Room","Frederiksen Court 51"
"680841732","Cardinal","Fall 2022","In Room","Welch Hall"
"600991864","Gold","Fall 2022","In Room","Buchanan Hall"
"680921949","Bronze","Fall 2022","Application","Off Campus"
"740611128","Gold","Fall 2022","In Room","Friley Hall"
"740221279","Gold","Fall 2022","In Room","Eaton Hall"
"710351354","Cardinal","Fall 2022","In Room","Friley Hall"
"720501458","Cardinal","Fall 2022","In Room","Helser Hall"
"730571556","Cardinal","Fall 2022","In Room","Larch Hall"
"790771521","Gold","Fall 2022","In Room","Geoffroy Hall"
"700811875","Cardinal","Fall 2022","In Room","Friley Hall"
"830151167","Cardinal","Fall 2022","In Room","Geoffroy Hall"
"840201207","Cardinal","Fall 2022","In Room","Helser Hall"
"800361334","Gold","Fall 2022","In Room","Eaton Hall"
"880521483","Cardinal","Fall 2022","In Room","Elm Hall"
"800551560","Bronze","Fall 2022","Application","Off Campus"
"800611645","Gold","Fall 2022","In Room","Helser Hall"
"830781786","105 Flex Block","Fall 2022","Application","Off Campus"
"880961822","Cardinal","Fall 2022","In Room","Helser Hall"
"890131922","25 Flex Block","Fall 2022","History","Off Campus"
"930041066","Gold","Fall 2022","In Room","Willow Hall"
"950031099","Cyclone","Fall 2022","In Room","Willow Hall"
"980231110","Cardinal","Fall 2022","In Room","Maple Hall"
"940291297","Gold","Fall 2022","In Room","Friley Hall"
"900571544","Cardinal","Fall 2022","In Room","Birch Hall"
"910571534","Gold","Fall 2022","In Room","Willow Hall"
"930521537","25 Flex Block","Fall 2022","History","Off Campus"
"960961731","Cardinal","Fall 2022","In Room","Buchanan Hall"
"970981959","Cardinal","Fall 2022","In Room","Helser Hall"
"980651939","Gold","Fall 2022","In Room","Welch Hall"
"210192160","Cyclone","Fall 2022","In Room","Eaton Hall"
"270492486","105 Flex Block","Fall 2022","History","Off Campus"
"370362659","Cardinal","Fall 2022","In Room","Willow Hall"
"460522539","Cardinal","Fall 2022","In Room","Wallace Hall"
"540012098","Cardinal","Fall 2022","In Room","Friley Hall"
"540782150","Cardinal","Fall 2022","Reserved","Oak Hall"
"550132179","Cardinal","Fall 2022","Reserved","Roberts Hall"
"580392271","Cardinal","Fall 2022","In Room","Friley Hall"
"550362388","Cardinal","Fall 2022","In Room","Larch Hall"
"590392317","Gold","Fall 2022","In Room","Helser Hall"
"510492413","Cardinal","Fall 2022","In Room","Helser Hall"
"530482416","Cardinal","Fall 2022","In Room","Friley Hall"
"560502596","RA Plan","Fall 2022","In Room","Buchanan Hall"
"510652610","Cardinal","Fall 2022","In Room","Larch Hall"
"570972880","Cardinal","Fall 2022","In Room","Willow Hall"
"510912900","Gold","Fall 2022","In Room","Roberts Hall"
"560982958","Bronze","Fall 2022","In Room","Barton Hall"
"580022900","85 Flex Block","Fall 2022","History","Off Campus"
"690102072","Gold","Fall 2022","In Room","Willow Hall"
"600282389","Cardinal","Fall 2022","In Room","Oak Hall"
"610392363","Cyclone","Fall 2022","In Room","Geoffroy Hall"
"630672662","Cardinal","Fall 2022","In Room","Larch Hall"
"670682689","Cardinal","Fall 2022","In Room","Martin Hall"
"610882815","85 Flex Block","Fall 2022","In Room","Frederiksen Court 22"
"600992972","Gold","Fall 2022","In Room","Geoffroy Hall"
"620902995","Bronze","Fall 2022","History","Off Campus"
"710362021","Cardinal","Fall 2022","In Room","Friley Hall"
"730082061","Cardinal","Fall 2022","In Room","Geoffroy Hall"
"710112103","Cardinal","Fall 2022","In Room","Willow Hall"
"720272275","Cardinal","Fall 2022","In Room","Willow Hall"
"770322270","50 Flex Block","Fall 2022","History","Off Campus"
"740672688","Cardinal","Fall 2022","In Room","Maple Hall"
"760752725","25 Flex Block","Fall 2022","In Room","Frederiksen Court 33"
"760792775","Bronze","Fall 2022","History","Off Campus"
"780812740","25 Flex Block","Fall 2022","History","Off Campus"
"740702885","Cyclone","Fall 2022","In Room","Maple Hall"
"790922938","Silver","Fall 2022","In Room","Frederiksen Court 35"
"830022097","25 Flex Block","Fall 2022","In Room","University Village 171"
"850022097","Gold","Fall 2022","In Room","Elm Hall"
"830192174","Gold","Fall 2022","In Room","Martin Hall"
"880202193","Gold","Fall 2022","In Room","Frederiksen Court 35"
"890282182","Cardinal","Fall 2022","In Room","Friley Hall"
"800222273","Cardinal","Fall 2022","In Room","Helser Hall"
"860262258","Cardinal","Fall 2022","In Room","Geoffroy Hall"
"800442443","Cardinal","Fall 2022","In Room","Barton Hall"
"810572590","105 Flex Block","Fall 2022","History","Off Campus"
"830522512","Cardinal","Fall 2022","In Room","Larch Hall"
"830032530","Cyclone","Fall 2022","In Room","Roberts Hall"
"840582597","Cardinal","Fall 2022","Reserved","Eaton Hall"
"850562578","Cardinal","Fall 2022","In Room","Friley Hall"
"810662603","Cyclone","Fall 2022","In Room","Geoffroy Hall"
"840642676","25 Flex Block","Fall 2022","In Room","Frederiksen Court 71"
"850682637","50 Flex Block","Fall 2022","In Room","Frederiksen Court 51"
"870722630","Cyclone","Fall 2022","In Room","Buchanan Hall"
"850732708","Cardinal","Fall 2022","In Room","Welch Hall"
"860772728","Cardinal","Fall 2022","In Room","Maple Hall"
"890812712","Cardinal","Fall 2022","In Room","Welch Hall"
"890862772","Cardinal","Fall 2022","In Room","Willow Hall"
"800892863","Cardinal","Fall 2022","In Room","Welch Hall"
"810852870","Cardinal","Fall 2022","In Room","Wallace Hall"
"820942955","Cardinal","Fall 2022","In Room","Birch Hall"
"920042065","Cardinal","Fall 2022","In Room","Lyon Hall"
"990292090","Cardinal","Fall 2022","In Room","Larch Hall"
"950362394","105 Flex Block","Fall 2022","In Room","Frederiksen Court 52"
"920462464","Cardinal","Fall 2022","In Room","Willow Hall"
"970512420","Gold","Fall 2022","In Room","Larch Hall"
"970602531","Gold","Fall 2022","In Room","Welch Hall"
"910702730","Cardinal","Fall 2022","In Room","Helser Hall"
"910722740","Cardinal","Fall 2022","In Room","Friley Hall"
"980862792","Cardinal","Fall 2022","In Room","Willow Hall"
"920822845","Cardinal","Fall 2022","In Room","Helser Hall"
"920912965","Cardinal","Fall 2022","In Room","Geoffroy Hall"
"050073068","Cyclone","Fall 2022","In Room","Eaton Hall"
"070073009","Cardinal","Fall 2022","In Room","Linden Hall"
"090173095","105 Flex Block","Fall 2022","In Room","University Village 173"
"040143176","25 Flex Block","Fall 2022","History","Off Campus"
"050263280","Cardinal","Fall 2022","In Room","Lyon Hall"
"010733392","Cardinal","Fall 2022","In Room","Larch Hall"
"030493492","Bronze","Fall 2022","In Room","Frederiksen Court 33"
"040473497","Cardinal","Fall 2022","In Room","Maple Hall"
"060103546","Cardinal","Fall 2022","In Room","Elm Hall"
"030603666","Cyclone","Fall 2022","In Room","Willow Hall"
"000883850","Cardinal","Fall 2022","Reserved","Friley Hall"
"130083065","Cardinal","Fall 2022","In Room","Linden Hall"
"180183020","Gold","Fall 2022","In Room","Willow Hall"
"160183107","Cardinal","Fall 2022","In Room","Helser Hall"
"190513280","Gold","Fall 2022","In Room","Birch Hall"
"120373375","Gold","Fall 2022","In Room","Geoffroy Hall"
"190473311","Cardinal","Fall 2022","Reserved","Willow Hall"
"140473416","Gold","Fall 2022","In Room","Buchanan Hall"
"170433486","25 Flex Block","Fall 2022","History","Off Campus"
"150623586","Gold","Fall 2022","In Room","Oak Hall"
"190573588","Cardinal","Fall 2022","In Room","Birch Hall"
"120183815","Cardinal","Fall 2022","In Room","Oak Hall"
"190933832","Cardinal","Fall 2022","In Room","Friley Hall"
"150913947","Bronze","Fall 2022","In Room","Willow Hall"
"180013961","Cardinal","Fall 2022","In Room","Larch Hall"
"280103167","Cardinal","Fall 2022","In Room","Friley Hall"
"200203203","Cardinal","Fall 2022","In Room","Helser Hall"
"260293224","Cardinal","Fall 2022","In Room","Helser Hall"
"220403455","Cardinal","Fall 2022","In Room","Geoffroy Hall"
"250403458","Cardinal","Fall 2022","In Room","Friley Hall"
"200853958","Cardinal","Fall 2022","In Room","Geoffroy Hall"
"310993059","50 Flex Block","Fall 2022","Reserved","Off Campus"
"390413448","Cardinal","Fall 2022","In Room","Geoffroy Hall"
"300723792","105 Flex Block","Fall 2022","In Room","University Village 137"
"390973721","Cardinal","Fall 2022","In Room","Geoffroy Hall"
"380863866","25 Flex Block","Fall 2022","Application","Off Campus"
"320903955","Cardinal","Fall 2022","In Room","Lyon Hall"
"380043971","Cardinal","Fall 2022","In Room","Linden Hall"
"410023043","Cardinal","Fall 2022","In Room","Maple Hall"
"410093179","50 Flex Block","Fall 2022","In Room","Frederiksen Court 24"
"450183115","Gold","Fall 2022","In Room","Eaton Hall"
"470143188","85 Flex Block","Fall 2022","History","Off Campus"
"430233234","Cardinal","Fall 2022","In Room","Maple Hall"
"480393250","Cardinal","Fall 2022","In Room","Friley Hall"
"480503471","Cardinal","Fall 2022","In Room","Elm Hall"
"480533519","105 Flex Block","Fall 2022","History","Off Campus"
"470893740","Cardinal","Fall 2022","In Room","Welch Hall"
"500993078","Cardinal","Fall 2022","In Room","Geoffroy Hall"
"560053028","Cardinal","Fall 2022","In Room","Buchanan Hall"
"590173085","Cardinal","Fall 2022","In Room","Geoffroy Hall"
"530143141","Cardinal","Fall 2022","In Room","Helser Hall"
"540203215","Bronze","Fall 2022","In Room","Frederiksen Court 35"
"570363339","Cardinal","Fall 2022","In Room","Friley Hall"
"510433444","Silver","Fall 2022","Cancelled","Off Campus"
"520633604","Bronze","Fall 2022","In Room","Frederiksen Court 35"
"590743651","Cardinal","Fall 2022","In Room","Helser Hall"
"550973967","Cardinal","Fall 2022","In Room","Maple Hall"
"560933987","Cardinal","Fall 2022","In Room","Friley Hall"
"640283282","Cardinal","Fall 2022","In Room","Friley Hall"
"600383361","Cardinal","Fall 2022","In Room","Maple Hall"
"630643696","Cardinal","Fall 2022","In Room","Larch Hall"
"660673687","Cardinal","Fall 2022","In Room","Elm Hall"
"630743735","Cardinal","Fall 2022","In Room","Elm Hall"
"690933937","Gold","Fall 2022","In Room","Roberts Hall"
"770213134","Bronze","Fall 2022","In Room","Frederiksen Court 61"
"790243181","Cardinal","Fall 2022","In Room","Helser Hall"
"750283266","85 Flex Block","Fall 2022","History","Off Campus"
"760263274","Gold","Fall 2022","In Room","Friley Hall"
"730483491","Gold","Fall 2022","In Room","Willow Hall"
"730583524","Cardinal","Fall 2022","In Room","Geoffroy Hall"
"730543581","Cardinal","Fall 2022","In Room","Friley Hall"
"740873882","Cardinal","Fall 2022","In Room","Helser Hall"
"820223274","Gold","Fall 2022","In Room","Friley Hall"
"830373391","50 Flex Block","Fall 2022","History","Off Campus"
"830673664","Gold","Fall 2022","In Room","Maple Hall"
"880783680","Gold","Fall 2022","In Room","Maple Hall"
"870723747","85 Flex Block","Fall 2022","Application","Off Campus"
"990323327","Cardinal","Fall 2022","In Room","Friley Hall"
"920493413","Bronze","Fall 2022","In Room","Linden Hall"
"970503535","Gold","Fall 2022","In Room","Larch Hall"
"930713745","RA Plan","Fall 2022","In Room","Eaton Hall"
"910763818","105 Flex Block","Fall 2022","History","Off Campus"
"940993945","Cardinal","Fall 2022","In Room","Helser Hall"
"010024159","Cardinal","Fall 2022","In Room","Geoffroy Hall"
"020114125","25 Flex Block","Fall 2022","Cancelled","Off Campus"
"060104144","Cyclone","Fall 2022","Application","Off Campus"
"090184156","105 Flex Block","Fall 2022","Application","Off Campus"
"090104177","105 Flex Block","Fall 2022","History","Off Campus"
"000344393","Cardinal","Fall 2022","In Room","Helser Hall"
"090454371","Cardinal","Fall 2022","In Room","Friley Hall"
"030504564","Gold","Fall 2022","In Room","Friley Hall"
"060224572","Silver","Fall 2022","In Room","Maple Hall"
"030694675","Gold","Fall 2022","In Room","Willow Hall"
"080704746","Cardinal","Fall 2022","In Room","Friley Hall"
"090914957","Cardinal","Fall 2022","In Room","Elm Hall"
"190284171","Cardinal","Fall 2022","In Room","Geoffroy Hall"
"110284338","Bronze","Fall 2022","In Room","Frederiksen Court 23"
"130584551","50 Flex Block","Fall 2022","History","Off Campus"
"160584588","Gold","Fall 2022","In Room","Geoffroy Hall"
"150744772","105 Flex Block","Fall 2022","History","Off Campus"
"210014022","Cardinal","Fall 2022","In Room","Martin Hall"
"220144122","Bronze","Fall 2022","In Room","University Village 120"
"290294235","Cardinal","Fall 2022","In Room","Helser Hall"
"220314374","Cardinal","Fall 2022","In Room","Larch Hall"
"270434325","Cardinal","Fall 2022","In Room","Eaton Hall"
"230464473","Silver","Fall 2022","History","Off Campus"
"210474599","25 Flex Block","Fall 2022","Application","Off Campus"
"240704786","Cardinal","Fall 2022","In Room","Elm Hall"
"260984998","Cardinal","Fall 2022","In Room","Wallace Hall"
"330694024","Cardinal","Fall 2022","In Room","Helser Hall"
"390194050","Cardinal","Fall 2022","In Room","Helser Hall"
"310114185","85 Flex Block","Fall 2022","History","Off Campus"
"310144218","105 Flex Block","Fall 2022","In Room","Frederiksen Court 34"
"310174278","Cardinal","Fall 2022","In Room","Willow Hall"
"370384354","Cardinal","Fall 2022","In Room","Lyon Hall"
"380364329","Cardinal","Fall 2022","In Room","Larch Hall"
"390744600","Cardinal","Fall 2022","In Room","Helser Hall"
"330724720","Cardinal","Fall 2022","In Room","Welch Hall"
"310884988","105 Flex Block","Fall 2022","History","Off Campus"
"380984976","105 Flex Block","Fall 2022","In Room","University Village 129"
"420154142","Gold","Fall 2022","In Room","Martin Hall"
"440344371","Cardinal","Fall 2022","In Room","Friley Hall"
"430544689","Bronze","Fall 2022","History","Off Campus"
"430744786","Gold","Fall 2022","In Room","Linden Hall"
"440784761","Bronze","Fall 2022","History","Off Campus"
"490854867","Cardinal","Fall 2022","Application","Off Campus"
"530094080","Cardinal","Fall 2022","In Room","Helser Hall"
"560034013","Cardinal","Fall 2022","In Room","Maple Hall"
"540184184","Cardinal","Fall 2022","In Room","Buchanan Hall"
"570144144","Cardinal","Fall 2022","In Room","Eaton Hall"
"560284296","Silver","Fall 2022","In Room","University Village 140"
"510424493","Cardinal","Fall 2022","In Room","Oak Hall"
"590434479","Cardinal","Fall 2022","Reserved","Willow Hall"
"520654684","Cardinal","Fall 2022","In Room","Oak Hall"
"560764787","Cardinal","Fall 2022","In Room","Larch Hall"
"520824853","Cardinal","Fall 2022","In Room","Friley Hall"
"580974938","Cardinal","Fall 2022","In Room","Roberts Hall"
"590954976","Silver","Fall 2022","In Room","Frederiksen Court 33"
"640304395","Cardinal","Fall 2022","In Room","Welch Hall"
"600354457","Silver","Fall 2022","In Room","Frederiksen Court 13"
"690534536","25 Flex Block","Fall 2022","History","Off Campus"
"600674777","50 Flex Block","Fall 2022","In Room","Frederiksen Court 31"
"610774701","Gold","Fall 2022","In Room","Martin Hall"
"620714724","Cardinal","Fall 2022","In Room","Helser Hall"
"670944965","Bronze","Fall 2022","In Room","University Village 118"
"750094086","Cyclone","Fall 2022","In Room","Martin Hall"
"790024036","85 Flex Block","Fall 2022","History","Off Campus"
"730214281","Bronze","Fall 2022","In Room","Frederiksen Court 33"
"740584564","Cardinal","Fall 2022","In Room","Welch Hall"
"700644620","Cardinal","Fall 2022","In Room","Buchanan Hall"
"750684675","85 Flex Block","Fall 2022","History","Off Campus"
"790964820","Cyclone","Fall 2022","In Room","Helser Hall"
"700914901","Cardinal","Fall 2022","In Room","Friley Hall"
"710804918","Cardinal","Fall 2022","In Room","Larch Hall"
"790984996","Cardinal","Fall 2022","In Room","Helser Hall"
"810004031","Gold","Fall 2022","In Room","Geoffroy Hall"
"830224224","Cardinal","Fall 2022","In Room","Willow Hall"
"810384407","Cardinal","Fall 2022","In Room","Friley Hall"
"830474484","Cardinal","Fall 2022","In Room","Geoffroy Hall"
"860464427","Cyclone","Fall 2022","In Room","Buchanan Hall"
"850594535","Cardinal","Fall 2022","In Room","Maple Hall"
"830864840","Cardinal","Fall 2022","In Room","Eaton Hall"
"890904890","Cardinal","Fall 2022","In Room","Larch Hall"
"830864919","Cyclone","Fall 2022","In Room","Helser Hall"
"990094019","Cardinal","Fall 2022","In Room","Frederiksen Court 51"
"900244221","105 Flex Block","Fall 2022","In Room","Frederiksen Court 35"
"910374320","Cardinal","Fall 2022","In Room","Helser Hall"
"910234358","Silver","Fall 2022","In Room","Frederiksen Court 33"
"940304376","Cardinal","Fall 2022","In Room","Geoffroy Hall"
"950834366","Bronze","Fall 2022","Application","Off Campus"
"940424434","Cardinal","Fall 2022","In Room","Geoffroy Hall"
"960584567","Cardinal","Fall 2022","In Room","Helser Hall"
"960634616","25 Flex Block","Fall 2022","History","Off Campus"
"960974751","Cardinal","Fall 2022","In Room","Martin Hall"
"990174773","RA Plan","Fall 2022","In Room","Geoffroy Hall"
"980954918","Cardinal","Fall 2022","In Room","Geoffroy Hall"
"000005168","RA Plan","Fall 2022","In Room","Friley Hall"
"090225289","Cardinal","Fall 2022","In Room","Eaton Hall"
"050625655","Cyclone","Fall 2022","In Room","Frederiksen Court 63"
"040765795","Cardinal","Fall 2022","In Room","Willow Hall"
"090755748","85 Flex Block","Fall 2022","History","Off Campus"
"040995930","Cardinal","Fall 2022","In Room","Buchanan Hall"
"180085017","Gold","Fall 2022","In Room","Eaton Hall"
"110145171","Cardinal","Fall 2022","In Room","Geoffroy Hall"
"120115142","105 Flex Block","Fall 2022","History","Off Campus"
"120205272","Bronze","Fall 2022","In Room","Buchanan Hall"
"160385307","Cardinal","Fall 2022","In Room","Willow Hall"
"160395342","Gold","Fall 2022","In Room","Friley Hall"
"140545575","Cardinal","Fall 2022","In Room","Barton Hall"
"170645544","Cardinal","Fall 2022","Application","Off Campus"
"190545579","Cyclone","Fall 2022","In Room","Friley Hall"
"110605642","Cardinal","Fall 2022","In Room","Welch Hall"
"100855822","Cardinal","Fall 2022","In Room","Helser Hall"
"290165149","Gold","Fall 2022","In Room","Maple Hall"
"290145189","25 Flex Block","Fall 2022","Application","Off Campus"
"210255291","Cardinal","Fall 2022","In Room","Lyon Hall"
"240265214","Cardinal","Fall 2022","Reserved","Geoffroy Hall"
"200335371","Cardinal","Fall 2022","In Room","Willow Hall"
"250595505","Cardinal","Fall 2022","In Room","Birch Hall"
"290605649","RA Plan","Fall 2022","In Room","Elm Hall"
"290685668","Cardinal","Fall 2022","In Room","Maple Hall"
