"100 Meal Blocks","25 Meal Blocks","50 Meal Blocks","Campanile","Cardinal","Gold","NA"
0.0285401439367005,0.018142751175645,0.0315997198873565,0.0495146927122894,0.205271850009374,0.0338436340356691,0.633087208242965
