Rating,Body,Dining Hall,Date,reviewUrl
5,,Conversations Dining,9/11/2016,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURReGVxalhnEAE!2m1!1s0x0:0x85557bc4b60f6131!3m1!1s2@1:CIHM0ogKEICAgIDQxeqjXg%7CCgwI9YjXvgUQgOWs6wI%7C?hl=en
3,Small dinning hall,Conversations Dining,6/15/2018,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN3dlpLZUdBEAE!2m1!1s0x0:0x85557bc4b60f6131!3m1!1s2@1:CIHM0ogKEICAgICwvZKeGA%7CCgsIx8uQ2QUQgIz7KQ%7C?hl=en
2,That changes it's either buffet or buffet. It was better before as we could get a little something now you have to spend big bucks for buffet and there is NO kosher product at all. Very sad what a bureaucracy,Conversations Dining,8/21/2019,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURVeHZtVmt3RRAB!2m1!1s0x0:0x85557bc4b60f6131!3m1!1s2@1:CIHM0ogKEICAgIDUxvmVkwE%7CCgwI4Jn26gUQ6PymhwM%7C?hl=en
3,,Conversations Dining,1/28/2019,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURJNzVUUXN3RRAB!2m1!1s0x0:0x85557bc4b60f6131!3m1!1s2@1:CIHM0ogKEICAgIDI75TQswE%7CCgwIgYO64gUQk4WEwAE%7C?hl=en
4,,Conversations Dining,2/25/2020,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURzck1pQVJREAE!2m1!1s0x0:0x85557bc4b60f6131!3m1!1s2@1:CIHM0ogKEICAgIDsrMiARQ%7CCgsIpIXW8gUQ2ODHNw%7C?hl=en
4,,Conversations Dining,4/22/2016,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN3dnBLRDlRRRAB!2m1!1s0x0:0x85557bc4b60f6131!3m1!1s2@1:CIHM0ogKEICAgICwvpKD9QE%7CCgwI_rjquAUQgOGGhgM%7C?hl=en
5,,Conversations Dining,3/7/2020,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURzaWNHcmtRRRAB!2m1!1s0x0:0x85557bc4b60f6131!3m1!1s2@1:CIHM0ogKEICAgIDsicGrkQE%7CCgwIob-Q8wUQsI3DmwE%7C?hl=en
3,"Pretty subpar food, service is not great.",Conversations Dining,2/25/2017,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN3bjVmNmJnEAE!2m1!1s0x0:0x85557bc4b60f6131!3m1!1s2@1:CIHM0ogKEICAgICwn5f6bg%7CCgwI05HIxQUQgKip1wI%7C?hl=en
5,"Great dinning center food, it is rarely crowded, and has a relaxed atmosphere.",Conversations Dining,10/19/2017,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNBdzdXZ0xREAE!2m1!1s0x0:0x85557bc4b60f6131!3m1!1s2@1:CIHM0ogKEICAgICAw7WgLQ%7CCgwIi_OjzwUQgNm6uwM%7C?hl=en
5,I talked there one time,Conversations Dining,2/10/2020,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNzN1puVDN3RRAB!2m1!1s0x0:0x85557bc4b60f6131!3m1!1s2@1:CIHM0ogKEICAgICs7ZnT3wE%7CCgwI6_aG8gUQuOzk6wE%7C?hl=en
5,,Conversations Dining,12/10/2019,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNNei12Z29nRRAB!2m1!1s0x0:0x85557bc4b60f6131!3m1!1s2@1:CIHM0ogKEICAgICMz-vgogE%7CCgwIspu-7wUQ6J698QE%7C?hl=en
5,"Hands down best place to eat and study on campus. Atmosphere is great, food selection is above average with free coffee, and convos is the best.",Conversations Dining,10/26/2016,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN3aDllOHh3RRAB!2m1!1s0x0:0x85557bc4b60f6131!3m1!1s2@1:CIHM0ogKEICAgICwh9e8xwE%7CCgwI5dnEwAUQwMfU2gI%7C?hl=en
5,,Conversations Dining,4/5/2016,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN3NGZEeUxnEAE!2m1!1s0x0:0x85557bc4b60f6131!3m1!1s2@1:CIHM0ogKEICAgICw4fDyLg%7CCgwIjLeQuAUQgK6irwI%7C?hl=en
5,Good,Conversations Dining,10/29/2023,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNGbWRXSGlRRRAB!2m1!1s0x0:0x85557bc4b60f6131!3m1!1s2@1:CIHM0ogKEICAgICFmdWHiQE%7CCgwI9Yv4qQYQ0OvmrAM%7C?hl=en
4,Best dining center on campus. The only downside is the limited options.,Conversations Dining,10/23/2019,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQwNUs3cFF3EAE!2m1!1s0x0:0x85557bc4b60f6131!3m1!1s2@1:CIHM0ogKEICAgID05K7pQw%7CCgsIxKLC7QUQ6NGPVA%7C?hl=en
5,,Conversations Dining,10/30/2017,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURRbF83UmtRRRAB!2m1!1s0x0:0x85557bc4b60f6131!3m1!1s2@1:CIHM0ogKEICAgIDQl_7RkQE%7CCgwIppzdzwUQwJ6PwQE%7C?hl=en
5,,Conversations Dining,2/4/2020,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChRDSUhNMG9nS0VJQ0FnSUNzd2NzNRAB!2m1!1s0x0:0x85557bc4b60f6131!3m1!1s2@1:CIHM0ogKEICAgICswcs5%7CCgsIm-Xk8QUQgODMWQ%7C?hl=en
3,,Conversations Dining,10/18/2016,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURBbXRES1B3EAE!2m1!1s0x0:0x85557bc4b60f6131!3m1!1s2@1:CIHM0ogKEICAgIDAmtDKPw%7CCgwIrsqYwAUQwPCQ-gI%7C?hl=en
4,,Conversations Dining,2/4/2020,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNza2N6T0J3EAE!2m1!1s0x0:0x85557bc4b60f6131!3m1!1s2@1:CIHM0ogKEICAgICskczOBw%7CCgwIvNDn8QUQgPylzwI%7C?hl=en
4,,Conversations Dining,9/4/2019,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURVcTRXMHJBRRAB!2m1!1s0x0:0x85557bc4b60f6131!3m1!1s2@1:CIHM0ogKEICAgIDUq4W0rAE%7CCgsI59e_6wUQkO6MMA%7C?hl=en
4,,Conversations Dining,6/8/2019,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUM0aVlLMjVRRRAB!2m1!1s0x0:0x85557bc4b60f6131!3m1!1s2@1:CIHM0ogKEICAgIC4iYK25QE%7CCgwIp7Pv5wUQuJSYnAI%7C?hl=en
5,,Conversations Dining,10/29/2019,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQwMG9EcDlnRRAB!2m1!1s0x0:0x85557bc4b60f6131!3m1!1s2@1:CIHM0ogKEICAgID00oDp9gE%7CCgsIr9_i7QUQwJ6mZg%7C?hl=en
5,,Conversations Dining,3/4/2019,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNvNTdUV0xREAE!2m1!1s0x0:0x85557bc4b60f6131!3m1!1s2@1:CIHM0ogKEICAgICo57TWLQ%7CCgsIqf7x4wUQ4JjxXw%7C?hl=en
5,,Conversations Dining,11/18/2019,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQwdzhQbjBRRRAB!2m1!1s0x0:0x85557bc4b60f6131!3m1!1s2@1:CIHM0ogKEICAgID0w8Pn0QE%7CCgwIr57I7gUQuInQ0wE%7C?hl=en
5,,Conversations Dining,11/14/2021,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNHdi1LSWtnRRAB!2m1!1s0x0:0x85557bc4b60f6131!3m1!1s2@1:CIHM0ogKEICAgICGv-KIkgE%7CCgwIxs3CjAYQ0KP-rAM%7C?hl=en
4,,Conversations Dining,1/25/2020,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNzdklyZmpnRRAB!2m1!1s0x0:0x85557bc4b60f6131!3m1!1s2@1:CIHM0ogKEICAgICsvIrfjgE%7CCgwIhr6y8QUQ8L65_gI%7C?hl=en
1,"Generally, I love ISU food, but not conversations. I guess it used to be good. 1st time there, decent enough burger but that was the only good thing about it. Not sit down, gotta walk across street to sit down and eat. My side was cilantro lime rice which I usually enjoy at other food places, but it tasted old/weird and entirely lacking flavor. Even the rice had a weird/old texture. Also is awkward trying to see the food in order to know what you want. Food is covered which I get but very little pictures or displays of food options.",Conversations Dining,9/16/2024,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURINFlTTUdnEAE!2m1!1s0x0:0x85557bc4b60f6131!3m1!1s2@1:CIHM0ogKEICAgIDH4YSMGg%7CCgsI1cqitwYQiImucQ%7C?hl=en
5,,Conversations Dining,9/9/2019,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURVMzl2TWVnEAE!2m1!1s0x0:0x85557bc4b60f6131!3m1!1s2@1:CIHM0ogKEICAgIDU39vMeg%7CCgwIuZza6wUQgO3JmwI%7C?hl=en
5,,Conversations Dining,1/26/2019,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURJOTRYd2NnEAE!2m1!1s0x0:0x85557bc4b60f6131!3m1!1s2@1:CIHM0ogKEICAgIDI94Xwcg%7CCgwIkLCz4gUQ5--JygM%7C?hl=en
1,,Conversations Dining,2/23/2020,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURzaE5PODhRRRAB!2m1!1s0x0:0x85557bc4b60f6131!3m1!1s2@1:CIHM0ogKEICAgIDshNO88QE%7CCgwIqPjK8gUQiK3_zAI%7C?hl=en
5,,Conversations Dining,8/24/2019,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURVM3J2VFR3EAE!2m1!1s0x0:0x85557bc4b60f6131!3m1!1s2@1:CIHM0ogKEICAgIDU3rvTTw%7CCgwIq_iF6wUQyKiLjgE%7C?hl=en
5,,Conversations Dining,4/11/2019,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNZNnFDQTZBRRAB!2m1!1s0x0:0x85557bc4b60f6131!3m1!1s2@1:CIHM0ogKEICAgICY6qCA6AE%7CCgsI1p-65QUQkPGgKQ%7C?hl=en
4,,Conversations Dining,9/26/2018,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURBa3JiZGt3RRAB!2m1!1s0x0:0x85557bc4b60f6131!3m1!1s2@1:CIHM0ogKEICAgIDAkrbdkwE%7CCgwI086r3QUQoPmajgM%7C?hl=en
4,,Conversations Dining,11/30/2018,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNJOWZiZ2NBEAE!2m1!1s0x0:0x85557bc4b60f6131!3m1!1s2@1:CIHM0ogKEICAgICI9fbgcA%7CCgwI3LmC4AUQq86Z8wI%7C?hl=en
3,,Conversations Dining,10/9/2019,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUMwNDZHMmpBRRAB!2m1!1s0x0:0x85557bc4b60f6131!3m1!1s2@1:CIHM0ogKEICAgIC046G2jAE%7CCgwIkef07AUQ6LOUqQE%7C?hl=en
5,This might be the best dinning hall in all of Iowa state.,Conversations Dining,2/11/2020,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNzX2F1ZWFnEAE!2m1!1s0x0:0x85557bc4b60f6131!3m1!1s2@1:CIHM0ogKEICAgICs_aueag%7CCgsIpvyM8gUQ4O_sVw%7C?hl=en
5,,Conversations Dining,4/12/2019,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNZb2NfbERBEAE!2m1!1s0x0:0x85557bc4b60f6131!3m1!1s2@1:CIHM0ogKEICAgICYoc_lDA%7CCgsIgL7D5QUQgIqPaQ%7C?hl=en
5,,Conversations Dining,6/4/2018,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNRdF9McEN3EAE!2m1!1s0x0:0x85557bc4b60f6131!3m1!1s2@1:CIHM0ogKEICAgICQt_LpCw%7CCgwIoM3U2AUQwPXSoQE%7C?hl=en
5,,Conversations Dining,3/4/2016,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURndi1YQUVnEAE!2m1!1s0x0:0x85557bc4b60f6131!3m1!1s2@1:CIHM0ogKEICAgIDgv-XAEg%7CCgwIvcTntgUQwODv6gI%7C?hl=en
5,,Conversations Dining,10/4/2023,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURaaGFfWmlnRRAB!2m1!1s0x0:0x85557bc4b60f6131!3m1!1s2@1:CIHM0ogKEICAgIDZha_ZigE%7CCgsI1K_3qAYQ4J2EZw%7C?hl=en
1,"The food isn't too great, also they didn't have forks one time I went",Conversations Dining,1/10/2018,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNnakxHd0ZREAE!2m1!1s0x0:0x85557bc4b60f6131!3m1!1s2@1:CIHM0ogKEICAgICgjLGwFQ%7CCgwIz8HV0gUQwMiCkQM%7C?hl=en
5,,Conversations Dining,12/9/2015,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNnX01pcUlREAE!2m1!1s0x0:0x85557bc4b60f6131!3m1!1s2@1:CIHM0ogKEICAgICg_MiqIQ%7CCgwIm9-gswUQwJHv2gE%7C?hl=en
4,,Conversations Dining,12/22/2018,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURJeFAyQktREAE!2m1!1s0x0:0x85557bc4b60f6131!3m1!1s2@1:CIHM0ogKEICAgIDIxP2BKQ%7CCgwIjYH24AUQ3fagpQI%7C?hl=en
3,"Dorm food is easily the best part about the college experience. They tell you about the Freshman 15, and that goes directly out the window as soon as you get here. The food was pretty typical when I went here the other day, but sometimes that's all you need when you've been away from a university for a while. Just a meal that was made for a college student.",Seasons Marketplace,9/14/2018,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNBaFlPX0NnEAE!2m1!1s0x0:0xd1aee3a51a1b97fd!3m1!1s2@1:CIHM0ogKEICAgICAhYO_Cg%7CCgwIqOzs3AUQsKCxjgI%7C?hl=en
5,Great variety. Burrito bar excellent!,Seasons Marketplace,2/22/2020,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURzbUlIUHZRRRAB!2m1!1s0x0:0xd1aee3a51a1b97fd!3m1!1s2@1:CIHM0ogKEICAgIDsmIHPvQE%7CCgsIpP3F8gUQwKXhGg%7C?hl=en
3,,Seasons Marketplace,10/1/2019,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUMwcWY3dWtRRRAB!2m1!1s0x0:0xd1aee3a51a1b97fd!3m1!1s2@1:CIHM0ogKEICAgIC0qf7ukQE%7CCgwIxrjP7AUQkPbe7wI%7C?hl=en
5,This place has amazing food!,Seasons Marketplace,9/17/2018,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURBaVBLYjFnRRAB!2m1!1s0x0:0xd1aee3a51a1b97fd!3m1!1s2@1:CIHM0ogKEICAgIDAiPKb1gE%7CCgwIr-z-3AUQ8LXhywE%7C?hl=en
3,,Seasons Marketplace,4/16/2019,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNZbGZPU3RRRRAB!2m1!1s0x0:0xd1aee3a51a1b97fd!3m1!1s2@1:CIHM0ogKEICAgICYlfOStQE%7CCgwIlo_Z5QUQoJvY6wE%7C?hl=en
5,Very cool place!,Seasons Marketplace,1/15/2020,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURNajlUc2V3EAE!2m1!1s0x0:0xd1aee3a51a1b97fd!3m1!1s2@1:CIHM0ogKEICAgIDMj9Tsew%7CCgwI8Pz98AUQ6Ie7kAI%7C?hl=en
3,Mediocre food for on campus dining,Seasons Marketplace,1/26/2021,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN5aXBlYm5RRRAB!2m1!1s0x0:0xd1aee3a51a1b97fd!3m1!1s2@1:CIHM0ogKEICAgICyipebnQE%7CCgwIltK9gAYQkKuOkgM%7C?hl=en
5,No forks,Seasons Marketplace,9/14/2018,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNRdWRiRUNBEAE!2m1!1s0x0:0xd1aee3a51a1b97fd!3m1!1s2@1:CIHM0ogKEICAgICQudbECA%7CCgwI0KPw3AUQsJDZugI%7C?hl=en
3,,Seasons Marketplace,6/26/2018,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURRbGUtMC1RRRAB!2m1!1s0x0:0xd1aee3a51a1b97fd!3m1!1s2@1:CIHM0ogKEICAgIDQle-0-QE%7CCgwInMLK2QUQgOT-tAI%7C?hl=en
5,The best,Seasons Marketplace,3/19/2021,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR5eDhmSXlBRRAB!2m1!1s0x0:0xd1aee3a51a1b97fd!3m1!1s2@1:CIHM0ogKEICAgIDyx8fIyAE%7CCgsIwJfUggYQiN33eQ%7C?hl=en
5,Good food and good people,Seasons Marketplace,10/7/2018,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNRei16bFBnEAE!2m1!1s0x0:0xd1aee3a51a1b97fd!3m1!1s2@1:CIHM0ogKEICAgICQz-zlPg%7CCgwI4Yvo3QUQ-JWN2wM%7C?hl=en
5,,Seasons Marketplace,8/22/2018,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURRMGVhMHZRRRAB!2m1!1s0x0:0xd1aee3a51a1b97fd!3m1!1s2@1:CIHM0ogKEICAgIDQ0ea0vQE%7CCgwI87732wUQ4K267AE%7C?hl=en
3,,Seasons Marketplace,12/19/2022,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNCekpLNi1nRRAB!2m1!1s0x0:0xd1aee3a51a1b97fd!3m1!1s2@1:CIHM0ogKEICAgICBzJK6-gE%7CCgwIq6D_nAYQ8Izi6AI%7C?hl=en
5,,Seasons Marketplace,6/8/2023,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR4cnRTcWpBRRAB!2m1!1s0x0:0xd1aee3a51a1b97fd!3m1!1s2@1:CIHM0ogKEICAgIDxrtSqjAE%7CCgwIw4mHpAYQkIiw1gE%7C?hl=en
5,,Seasons Marketplace,9/3/2018,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNRN182aTN3RRAB!2m1!1s0x0:0xd1aee3a51a1b97fd!3m1!1s2@1:CIHM0ogKEICAgICQ7_6i3wE%7CCgwI_v-x3AUQkPCc3wE%7C?hl=en
1,"Seasons is a great diet plan. No effort required, if you eat here you will probably get half way through your meal and give up. One time I got some vegetables that burned me because they were so salty. Rather be at windows.",Seasons Marketplace,8/22/2020,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNDOXFENkRBEAE!2m1!1s0x0:0xd1aee3a51a1b97fd!3m1!1s2@1:CIHM0ogKEICAgICC9qD6DA%7CCgwIz86B-gUQwJm2-gE%7C?hl=en
5,,Seasons Marketplace,8/21/2022,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR1M3JtR3hBRRAB!2m1!1s0x0:0xd1aee3a51a1b97fd!3m1!1s2@1:CIHM0ogKEICAgIDu3rmGxAE%7CCgwIh_qJmAYQwO3SjgM%7C?hl=en
3,,Seasons Marketplace,8/4/2018,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN3OHRyN0tREAE!2m1!1s0x0:0xd1aee3a51a1b97fd!3m1!1s2@1:CIHM0ogKEICAgICw8tr7KQ%7CCgwI5OWY2wUQgNyp8AE%7C?hl=en
5,"Seasons is definately one of the best dining halls at Iowa State. It is a relatively large hall, do there are usually tons of options when eating there. The buffet usually contains desirable dishes, but sometimes is just average. Definately check the ISU dining before going, to see if they have dishes you're interested in. Also, my opinion is that they have the best pizza of any other hall, which is a plus. They also have WORKING ice cream machines, and a whole ice cream topping center if you're into sweets. Also, it's nice to not thar Seasons is one of the two dining centers that are open throughout the whole weekend.Overall, seasons is one of the best dining halls, in my opinion.",Seasons Marketplace,10/8/2019,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUMwX1pyY2ZnEAE!2m1!1s0x0:0xd1aee3a51a1b97fd!3m1!1s2@1:CIHM0ogKEICAgIC0_Zrcfg%7CCgwI_rrv7AUQ4NeDygM%7C?hl=en
3,,Seasons Marketplace,7/25/2019,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNVX3VLNjZnRRAB!2m1!1s0x0:0xd1aee3a51a1b97fd!3m1!1s2@1:CIHM0ogKEICAgICU_uK66gE%7CCgsIusfm6QUQ8In8PA%7C?hl=en
4,Most convenient dining on campus for me and I am glad it is! I can find something I like every time and the food is always good.,Seasons Marketplace,8/27/2022,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR1ZzdicnZBRRAB!2m1!1s0x0:0xd1aee3a51a1b97fd!3m1!1s2@1:CIHM0ogKEICAgIDug7brvAE%7CCgwIvsSqmAYQ0L7SlAE%7C?hl=en
1,"i love everything about seasons, i just wish that breakfast was open longer on weekdays.",Seasons Marketplace,2/6/2023,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNoOVBUV29RRRAB!2m1!1s0x0:0xd1aee3a51a1b97fd!3m1!1s2@1:CIHM0ogKEICAgICh9PTWoQE%7CCgsI-8eEnwYQgKbyNw%7C?hl=en
1,Worst dining center on campus! I'd rather go to Storms,Seasons Marketplace,8/22/2020,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNDOXNDWklREAE!2m1!1s0x0:0xd1aee3a51a1b97fd!3m1!1s2@1:CIHM0ogKEICAgICC9sCZIQ%7CCgwI0syB-gUQsI7OrQM%7C?hl=en
2,,Seasons Marketplace,9/26/2024,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNubnJ5R3Z3RRAB!2m1!1s0x0:0xd1aee3a51a1b97fd!3m1!1s2@1:CIHM0ogKEICAgICnnryGvwE%7CCgwIisLUtwYQoJqTkAI%7C?hl=en
4,,Seasons Marketplace,8/24/2019,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURVcm82aVRREAE!2m1!1s0x0:0xd1aee3a51a1b97fd!3m1!1s2@1:CIHM0ogKEICAgIDUro6iTQ%7CCgsI-_yB6wUQwPiVOA%7C?hl=en
5,Best dining place in my opinion,Seasons Marketplace,11/21/2020,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURpZ0wtWHdBRRAB!2m1!1s0x0:0xd1aee3a51a1b97fd!3m1!1s2@1:CIHM0ogKEICAgIDigL-XwAE%7CCgsI1_Th_QUQoPuIAQ%7C?hl=en
5,,Seasons Marketplace,8/25/2019,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURVb2FHcXVBRRAB!2m1!1s0x0:0xd1aee3a51a1b97fd!3m1!1s2@1:CIHM0ogKEICAgIDUoaGquAE%7CCgwIpa-L6wUQiMiUwAM%7C?hl=en
5,,Seasons Marketplace,3/20/2023,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURoMTZDcG9nRRAB!2m1!1s0x0:0xd1aee3a51a1b97fd!3m1!1s2@1:CIHM0ogKEICAgIDh16CpogE%7CCgwIlOfeoAYQsKuF1gE%7C?hl=en
5,,Seasons Marketplace,5/10/2019,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURZeHBMTVd3EAE!2m1!1s0x0:0xd1aee3a51a1b97fd!3m1!1s2@1:CIHM0ogKEICAgIDYxpLMWw%7CCgwIkMjT5gUQuLXXqgM%7C?hl=en
4,,Seasons Marketplace,9/19/2019,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUMwX0xUQ1NnEAE!2m1!1s0x0:0xd1aee3a51a1b97fd!3m1!1s2@1:CIHM0ogKEICAgIC0_LTCSg%7CCgsI1aSL7AUQ0KbnZg%7C?hl=en
4,,Seasons Marketplace,2/8/2019,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNva3VTQ3BnRRAB!2m1!1s0x0:0xd1aee3a51a1b97fd!3m1!1s2@1:CIHM0ogKEICAgICokuSCpgE%7CCgwI2L_24gUQ-K_OgwE%7C?hl=en
